provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
450008,King's Daughters Hospital,Temple,TX,45251,Temple,TX,413,Temple,TX
450010,United Regional Health Care Sys,Wichita Falls,TX,45276,Wichita Falls,TX,420,Wichita Falls,TX
450011,St. Joseph Regional Health Ctr,Bryan,TX,45036,Bryan,TX,388,Bryan,TX
450015,Parkland Health & Hosp System,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450018,Univ of TX Medical Branch Hosps,Galveston,TX,45099,Galveston,TX,397,Houston,TX
450021,Baylor University Medical Center,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450023,Citizens Medical Center,Victoria,TX,45264,Victoria,TX,417,Victoria,TX
450024,R.E. Thomason General Hospital,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450028,Valley Baptist Medical Center,Brownsville,TX,45034,Brownsville,TX,396,Harlingen,TX
450029,Laredo Medical Center,Laredo,TX,45156,Laredo,TX,412,San Antonio,TX
450032,Good Shepherd Med Ctr-Marshall,Marshall,TX,45174,Marshall,TX,219,Shreveport,LA
450033,Valley Baptist Medical Center,Harlingen,TX,45122,Harlingen,TX,396,Harlingen,TX
450034,Christus Hospital-St. Elizabeth,Beaumont,TX,45021,Beaumont,TX,386,Beaumont,TX
450035,St Joseph Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450037,Good Shepherd Medical Center,Longview,TX,45167,Longview,TX,399,Longview,TX
450039,JPS Health Network,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450040,Covenant Medical Center,Lubbock,TX,45168,Lubbock,TX,400,Lubbock,TX
450042,Providence Health Center,Waco,TX,45265,Waco,TX,418,Waco,TX
450044,UT Southwestern St. Paul Hospital,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450046,Christus Spohn Hosp Corpus Christi Mem.,Corpus Christi,TX,45061,Corpus Christi,TX,390,Corpus Christi,TX
450051,Methodist Dallas Medical Center,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450052,Goodall-Witcher Healthcare,Clifton,TX,45054,Clifton,TX,418,Waco,TX
450054,Scott & White Memorial Hospital,Temple,TX,45251,Temple,TX,413,Temple,TX
450055,Rolling Plains Memorial Hospital,Sweetwater,TX,45248,Sweetwater,TX,382,Abilene,TX
450056,Seton Medical Center,Austin,TX,45016,Austin,TX,385,Austin,TX
450058,Baptist Health System,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450059,Christus Santa Rosa Hospital,New Braunfels,TX,45196,New Braunfels,TX,412,San Antonio,TX
450064,Texas Health Arlington Memorial Hospital,Arlington,TX,45012,Arlington,TX,394,Fort Worth,TX
450068,Memorial Hermann Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450072,Brazosport Regional Health Sys,Lake Jackson,TX,45152,Lake Jackson,TX,397,Houston,TX
450073,D.M. Cogdell Memorial Hospital,Snyder,TX,45240,Snyder,TX,400,Lubbock,TX
450076,U of TX M.D. Anderson Cancer Ctr,Houston,TX,45131,Houston,TX,397,Houston,TX
450078,Anson General Hospital,Anson,TX,45010,Anson,TX,382,Abilene,TX
450079,Baylor Medical Center at Irving,Irving,TX,45136,Irving,TX,391,Dallas,TX
450080,Titus Regional Medical Center,Mount Pleasant,TX,45187,Mount Pleasant,TX,416,Tyler,TX
450082,Christus Spohn Hospital,Beeville,TX,45023,Beeville,TX,390,Corpus Christi,TX
450083,East Texas Medical Center Tyler,Tyler,TX,45260,Tyler,TX,416,Tyler,TX
450085,Graham Regional Medical Center,Graham,TX,45110,Graham,TX,394,Fort Worth,TX
450087,North Hills Hospital,North Richland Hills,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450090,North Texas Medical Center,Gainesville,TX,45098,Gainesville,TX,391,Dallas,TX
450092,Fort Duncan Regional Med Ctr,Eagle Pass,TX,45080,Eagle Pass,TX,412,San Antonio,TX
450097,Bayshore Medical Center,Pasadena,TX,45205,Pasadena,TX,397,Houston,TX
450099,Pampa Regional Medical Center,Pampa,TX,45203,Pampa,TX,383,Amarillo,TX
450101,Hillcrest Baptist Medical Center,Waco,TX,45265,Waco,TX,418,Waco,TX
450102,Trinity Mother Frances System,Tyler,TX,45260,Tyler,TX,416,Tyler,TX
450104,Guadalupe Regional Med Ctr,Seguin,TX,45233,Seguin,TX,412,San Antonio,TX
450107,Las Palmas Medical Center,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450108,Connally Medical Center,Floresville,TX,45229,San Antonio,TX,412,San Antonio,TX
450119,Edinburg Regional Medical Center,Edinburg,TX,45083,Edinburg,TX,402,McAllen,TX
450123,Renaissance Hospital,Groves,TX,45212,Port Arthur,TX,386,Beaumont,TX
450124,Univ Med Ctr at Brackenridge,Austin,TX,45016,Austin,TX,385,Austin,TX
450126,East Houston Regional Med Ctr,Houston,TX,45131,Houston,TX,397,Houston,TX
450128,Knapp Medical Center,Weslaco,TX,45271,Weslaco,TX,396,Harlingen,TX
450130,Nix Health Care System,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450132,Medical Center Hospital,Odessa,TX,45198,Odessa,TX,406,Odessa,TX
450133,Midland Memorial Hospital,Midland,TX,45181,Midland,TX,406,Odessa,TX
450135,Texas Health Harris Methodist,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450137,Baylor All Saints Medical Center,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450143,Smithville Regional Hospital,Smithville,TX,45016,Austin,TX,385,Austin,TX
450144,Permian Regional Medical Center,Andrews,TX,45008,Andrews,TX,400,Lubbock,TX
450147,DeTar Healthcare System,Victoria,TX,45264,Victoria,TX,417,Victoria,TX
450148,Walls Regional Hospital,Cleburne,TX,45052,Cleburne,TX,394,Fort Worth,TX
450152,Metroplex Adventist Hospital,Killeen,TX,45148,Killeen,TX,413,Temple,TX
450154,Val Verde Regional Med Ctr,Del Rio,TX,45071,Del Rio,TX,412,San Antonio,TX
450155,Hereford Regional Medical Center,Hereford,TX,45006,Amarillo,TX,383,Amarillo,TX
450162,Highland Community Hospital,Lubbock,TX,45168,Lubbock,TX,400,Lubbock,TX
450163,Christus Spohn Hospital Kleberg,Kingsville,TX,45149,Kingsville,TX,390,Corpus Christi,TX
450165,South Texas Regional Med Ctr,Jourdanton,TX,45140,Jourdanton,TX,412,San Antonio,TX
450176,Mission Regional Medical Center,Mission,TX,45175,McAllen,TX,402,McAllen,TX
450177,Uvalde County Hospital Authority,Uvalde,TX,45261,Uvalde,TX,412,San Antonio,TX
450178,Pecos County Memorial Hospital,Fort Stockton,TX,45094,Fort Stockton,TX,406,Odessa,TX
450184,Memorial Hermann Southwest Hosp,Houston,TX,45131,Houston,TX,397,Houston,TX
450187,Trinity Community Medical Center,Brenham,TX,45031,Brenham,TX,397,Houston,TX
450188,East Texas Med Ctr Clarksville,Clarksville,TX,45051,Clarksville,TX,391,Dallas,TX
450191,St David's Georgetown Hospital,Georgetown,TX,45102,Georgetown,TX,385,Austin,TX
450192,Hill Regional Hospital,Hillsboro,TX,45129,Hillsboro,TX,418,Waco,TX
450193,St. Luke's Episcopal Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450194,East Texas Med Ctr Jacksonville,Jacksonville,TX,45138,Jacksonville,TX,416,Tyler,TX
450196,Paris Regional Medical Center,Paris,TX,45204,Paris,TX,391,Dallas,TX
450200,Wadley Regional Medical Center,Texarkana,TX,45253,Texarkana,TX,22,Texarkana,AR
450203,Weatherford Regional Med Ctr,Weatherford,TX,45267,Weatherford,TX,394,Fort Worth,TX
450209,Northwest Texas Healthcare System,Amarillo,TX,45006,Amarillo,TX,383,Amarillo,TX
450210,East Texas Med Ctr Carthage,Carthage,TX,45045,Carthage,TX,219,Shreveport,LA
450211,Memorial Health Sys of East TX,Lufkin,TX,45169,Lufkin,TX,397,Houston,TX
450213,Univ Health System-San Antonio,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450214,Gulf Coast Medical Center,Wharton,TX,45273,Wharton,TX,397,Houston,TX
450219,Llano Memorial Healthcare System,Llano,TX,45163,Llano,TX,385,Austin,TX
450221,Moore County Hospital District,Dumas,TX,45078,Dumas,TX,383,Amarillo,TX
450222,Conroe Regional Medical Center,Conroe,TX,45060,Conroe,TX,397,Houston,TX
450224,Texas Health Presbyterian Hosp,Winnsboro,TX,45278,Winnsboro,TX,416,Tyler,TX
450229,Hendrick Health System,Abilene,TX,45001,Abilene,TX,382,Abilene,TX
450231,Baptist St. Anthony Health Sys,Amarillo,TX,45006,Amarillo,TX,383,Amarillo,TX
450234,Comanche County Medical Center,Comanche,TX,45059,Comanche,TX,382,Abilene,TX
450235,Memorial Hospital,Gonzales,TX,45109,Gonzales,TX,412,San Antonio,TX
450236,Hopkins County Memorial Hospital,Sulphur Springs,TX,45246,Sulphur Springs,TX,391,Dallas,TX
450237,Christus Santa Rosa Health Care,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450239,Coryell Memorial Hospital,Gatesville,TX,45101,Gatesville,TX,413,Temple,TX
450241,Faith Community Hospital,Jacksboro,TX,45276,Wichita Falls,TX,420,Wichita Falls,TX
450243,Hamlin Memorial Hospital,Hamlin,TX,45121,Hamlin,TX,382,Abilene,TX
450253,Bellville General Hospital,Bellville,TX,45024,Bellville,TX,397,Houston,TX
450270,Lake Whitney Medical Center,Whitney,TX,45275,Whitney,TX,418,Waco,TX
450271,Wise Regional Health System,Decatur,TX,45070,Decatur,TX,391,Dallas,TX
450272,Central Texas Medical Center,San Marcos,TX,45232,San Marcos,TX,385,Austin,TX
450280,Baylor Medical Center at Garland,Garland,TX,45100,Garland,TX,391,Dallas,TX
450283,Cozby-Germany Hospital,Grand Saline,TX,45260,Tyler,TX,416,Tyler,TX
450289,Harris County Hospital District,Houston,TX,45131,Houston,TX,397,Houston,TX
450292,Texas Health Presbyterian Hosp of Kaufman,Kaufman,TX,45143,Kaufman,TX,391,Dallas,TX
450293,Frio Regional Hospital,Pearsall,TX,45229,San Antonio,TX,412,San Antonio,TX
450296,Cleveland Regional Med Ctr,Cleveland,TX,45053,Cleveland,TX,397,Houston,TX
450299,College Station Medical Center,College Station,TX,45036,Bryan,TX,388,Bryan,TX
450306,Stamford Memorial Hospital,Stamford,TX,45001,Abilene,TX,382,Abilene,TX
450324,Texoma Medical Center,Denison,TX,45072,Denison,TX,391,Dallas,TX
450330,OakBend Medical Center,Richmond,TX,45221,Richmond,TX,397,Houston,TX
450340,San Angelo Community Med Ctr,San Angelo,TX,45228,San Angelo,TX,411,San Angelo,TX
450346,MH Baptist Beaumont Hosp,Beaumont,TX,45021,Beaumont,TX,386,Beaumont,TX
450347,Huntsville Memorial Hospital,Huntsville,TX,45134,Huntsville,TX,397,Houston,TX
450348,Falls Community Hosp & Clinic,Marlin,TX,45173,Marlin,TX,418,Waco,TX
450351,Texas Health Harris Methodist,Stephenville,TX,45245,Stephenville,TX,394,Fort Worth,TX
450352,Hunt Memorial Hospital District,Greenville,TX,45115,Greenville,TX,391,Dallas,TX
450358,The Methodist Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450369,Childress Regional Med Ctr,Childress,TX,45048,Childress,TX,383,Amarillo,TX
450370,Columbus Community Hospital,Columbus,TX,45058,Columbus,TX,397,Houston,TX
450372,Baylor Med Ctr at Waxahachie,Waxahachie,TX,45266,Waxahachie,TX,391,Dallas,TX
450373,East Texas Med Ctr Mount Vernon,Mount Vernon,TX,45188,Mount Vernon,TX,416,Tyler,TX
450378,Twelve Oaks Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450379,RHD Memorial Medical Center,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450388,Methodist Hospital,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450389,East Texas Medical Center Athens,Athens,TX,45014,Athens,TX,391,Dallas,TX
450395,Memorial Medical Center,Livingston,TX,45169,Lufkin,TX,397,Houston,TX
450399,Brownfield Regional Med Ctr,Brownfield,TX,45168,Lubbock,TX,400,Lubbock,TX
450400,Parkview Regional Hospital,Mexia,TX,45180,Mexia,TX,418,Waco,TX
450403,Medical Center of McKinney,Mckinney,TX,45177,McKinney,TX,391,Dallas,TX
450411,Eastland Memorial Hospital,Eastland,TX,45081,Eastland,TX,382,Abilene,TX
450419,Texas Health Harris Methodist NW,Azle,TX,45017,Azle,TX,394,Fort Worth,TX
450424,San Jacinto Methodist Hospital,Baytown,TX,45020,Baytown,TX,397,Houston,TX
450431,St. David's Medical Center,Austin,TX,45016,Austin,TX,385,Austin,TX
450438,Colorado-Fayette Medical Center,Weimar,TX,45269,Weimar,TX,397,Houston,TX
450447,Navarro Regional Hospital,Corsicana,TX,45062,Corsicana,TX,391,Dallas,TX
450451,Glen Rose Medical Center,Glen Rose,TX,45106,Glen Rose,TX,394,Fort Worth,TX
450460,Tyler County Hospital,Woodville,TX,45280,Woodville,TX,386,Beaumont,TX
450462,Texas Health Presbyterian Hosp of Dallas,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450465,Matagorda County Hospital District,Bay City,TX,45019,Bay City,TX,397,Houston,TX
450469,Wilson N. Jones Medical Center,Sherman,TX,45237,Sherman,TX,391,Dallas,TX
450475,Henderson Memorial Hospital,Henderson,TX,45125,Henderson,TX,416,Tyler,TX
450484,Woodland Heights Medical Center,Lufkin,TX,45169,Lufkin,TX,397,Houston,TX
450488,Allegiance Specialty Hospital,Kilgore,TX,45147,Kilgore,TX,399,Longview,TX
450489,Medical Arts Hospital,Lamesa,TX,45168,Lubbock,TX,400,Lubbock,TX
450497,Bowie Memorial Hospital,Bowie,TX,45028,Bowie,TX,420,Wichita Falls,TX
450498,Stephens Memorial Hospital,Breckenridge,TX,45030,Breckenridge,TX,382,Abilene,TX
450508,Nacogdoches Memorial Hospital,Nacogdoches,TX,45191,Nacogdoches,TX,397,Houston,TX
450518,Medical Ctr of Southeast Texas,Port Arthur,TX,45212,Port Arthur,TX,386,Beaumont,TX
450530,Mainland Medical Center,Texas City,TX,45254,Texas City,TX,397,Houston,TX
450537,Richardson Regional Med Ctr,Richardson,TX,45068,Dallas,TX,391,Dallas,TX
450539,Covenant Hospital Plainview,Plainview,TX,45168,Lubbock,TX,400,Lubbock,TX
450547,East Texas Med Ctr Quitman,Quitman,TX,45216,Quitman,TX,416,Tyler,TX
450558,Abilene Regional Medical Center,Abilene,TX,45001,Abilene,TX,382,Abilene,TX
450563,Baylor Reg Med Ctr Grapevine,Grapevine,TX,45114,Grapevine,TX,391,Dallas,TX
450565,Palo Pinto General Hospital,Mineral Wells,TX,45182,Mineral Wells,TX,394,Fort Worth,TX
450571,Shannon Medical Center,San Angelo,TX,45228,San Angelo,TX,411,San Angelo,TX
450573,Christus Jasper Memorial Hosp,Jasper,TX,45139,Jasper,TX,386,Beaumont,TX
450580,East Texas Med Ctr Crockett,Crockett,TX,45064,Crockett,TX,416,Tyler,TX
450584,Wilbarger General Hospital,Vernon,TX,45263,Vernon,TX,420,Wichita Falls,TX
450586,Seymour Hospital,Seymour,TX,45235,Seymour,TX,420,Wichita Falls,TX
450587,Brownwood Regional Med Ctr,Brownwood,TX,45035,Brownwood,TX,382,Abilene,TX
450591,Angleton Danbury Medical Center,Angleton,TX,45009,Angleton,TX,397,Houston,TX
450596,Lake Granbury Medical Center,Granbury,TX,45111,Granbury,TX,394,Fort Worth,TX
450597,Cuero Community Hospital,Cuero,TX,45066,Cuero,TX,417,Victoria,TX
450604,Hill Country Memorial Hospital,Fredericksburg,TX,45096,Fredericksburg,TX,412,San Antonio,TX
450605,North Bay Hospital,Aransas Pass,TX,45011,Aransas Pass,TX,390,Corpus Christi,TX
450610,MH Memorial City Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450615,Atlanta Memorial Hospital,Atlanta,TX,45015,Atlanta,TX,22,Texarkana,AR
450617,Clear Lake Regional Med Ctr,Webster,TX,45268,Webster,TX,397,Houston,TX
450620,Dimmit County Memorial Hospital,Carrizo Springs,TX,45043,Carrizo Springs,TX,412,San Antonio,TX
450630,Spring Branch Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450634,Denton Regional Medical Center,Denton,TX,45073,Denton,TX,391,Dallas,TX
450638,Houston Northwest Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450639,Texas Health Harris Methodist-HEB,Bedford,TX,45022,Bedford,TX,394,Fort Worth,TX
450641,Nocona General Hospital,Nocona,TX,45197,Nocona,TX,391,Dallas,TX
450643,Doctors Hospital of Laredo,Laredo,TX,45156,Laredo,TX,412,San Antonio,TX
450644,West Houston Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450646,Del Sol Medical Center,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450647,Medical City Dallas Hospital,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450651,Medical Center of Plano,Plano,TX,45211,Plano,TX,391,Dallas,TX
450653,Scenic Mountain Medical Center,Big Spring,TX,45026,Big Spring,TX,400,Lubbock,TX
450654,Starr County Memorial Hospital,Rio Grande City,TX,45175,McAllen,TX,402,McAllen,TX
450656,Nacogdoches Medical Center,Nacogdoches,TX,45191,Nacogdoches,TX,397,Houston,TX
450658,East Texas Med Ctr Fairfield,Fairfield,TX,45090,Fairfield,TX,418,Waco,TX
450659,Park Plaza Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450661,Odessa Regional Medical Center,Odessa,TX,45198,Odessa,TX,406,Odessa,TX
450662,Valley Regional Medical Center,Brownsville,TX,45034,Brownsville,TX,396,Harlingen,TX
450668,Sierra Medical Center,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450669,Medical Center of Lewisville,Lewisville,TX,45158,Lewisville,TX,391,Dallas,TX
450670,Tomball Regional Hospital,Tomball,TX,45257,Tomball,TX,397,Houston,TX
450672,Plaza Medical Center,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450675,Medical Center of Arlington,Arlington,TX,45012,Arlington,TX,394,Fort Worth,TX
450677,Huguley Memorial Medical Center,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450678,Doctors Hosp at White Rock Lake,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450683,Renaissance Hospital Terrell,Terrell,TX,45252,Terrell,TX,391,Dallas,TX
450684,Memorial Hermann Northeast,Humble,TX,45133,Humble,TX,397,Houston,TX
450686,University Med Ctr-Lubbock,Lubbock,TX,45168,Lubbock,TX,400,Lubbock,TX
450688,Dallas Regional Medical Center,Mesquite,TX,45068,Dallas,TX,391,Dallas,TX
450690,Univ of Texas Health Sci Ctr at Tyler,Tyler,TX,45260,Tyler,TX,416,Tyler,TX
450694,El Campo Memorial Hospital,El Campo,TX,45085,El Campo,TX,397,Houston,TX
450697,Southwest General Hospital,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450698,Lamb Healthcare Center,Littlefield,TX,45168,Lubbock,TX,400,Lubbock,TX
450702,Longview Regional Medical Center,Longview,TX,45167,Longview,TX,399,Longview,TX
450709,Christus St. John Hospital,Nassau Bay,TX,45268,Webster,TX,397,Houston,TX
450711,Rio Grande Regional Hospital,Mcallen,TX,45175,McAllen,TX,402,McAllen,TX
450713,South Austin Hospital,Austin,TX,45016,Austin,TX,385,Austin,TX
450715,Medical Center at Lancaster,Lancaster,TX,45155,Lancaster,TX,391,Dallas,TX
450716,Cypress Fairbanks Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450718,St David's Round Rock Med Ctr,Round Rock,TX,45225,Round Rock,TX,385,Austin,TX
450723,Methodist Charlton Med Ctr,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450730,Trinity Medical Center,Carrollton,TX,45068,Dallas,TX,391,Dallas,TX
450742,Lake Pointe Medical Center,Rowlett,TX,45226,Rowlett,TX,391,Dallas,TX
450743,Presbyterian Hospital of Denton,Denton,TX,45073,Denton,TX,391,Dallas,TX
450746,Knox County Hospital,Knox City,TX,45150,Knox City,TX,420,Wichita Falls,TX
450747,Palestine Regional Med Ctr-East,Palestine,TX,45202,Palestine,TX,416,Tyler,TX
450749,East Texas Med Ctr Trinity,Trinity,TX,45258,Trinity,TX,397,Houston,TX
450754,Hamilton General Hospital,Hamilton,TX,45120,Hamilton,TX,418,Waco,TX
450755,Covenant Hospital-Levelland,Levelland,TX,45168,Lubbock,TX,400,Lubbock,TX
450766,UT Southwestern Zale Lipshy Hospital,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450770,Central Texas Hospital,Cameron,TX,45040,Cameron,TX,413,Temple,TX
450771,Texas Health Presbyterian Hosp of Plano,Plano,TX,45211,Plano,TX,391,Dallas,TX
450775,Kingwood Medical Center,Kingwood,TX,45131,Houston,TX,397,Houston,TX
450779,Texas Health Harris Methodist SW,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450788,Corpus Christi Medical Center,Corpus Christi,TX,45061,Corpus Christi,TX,390,Corpus Christi,TX
450801,Christus St. Michael Health Sys,Texarkana,TX,45253,Texarkana,TX,22,Texarkana,AR
450803,Doctors Hospital-Tidwell,Houston,TX,45131,Houston,TX,397,Houston,TX
450809,St David's North Austin Center,Austin,TX,45016,Austin,TX,385,Austin,TX
450811,McAllen Medical Center,Mcallen,TX,45175,McAllen,TX,402,McAllen,TX
450820,Methodist Sugar Land Hospital,Sugar Land,TX,45131,Houston,TX,397,Houston,TX
450822,Las Colinas Medical Center,Irving,TX,45068,Dallas,TX,391,Dallas,TX
450824,Heart Hospital of Austin,Austin,TX,45016,Austin,TX,385,Austin,TX
450827,Kell West Regional Hospital,Wichita Falls,TX,45276,Wichita Falls,TX,420,Wichita Falls,TX
450828,Christus Spohn Hospital Alice,Alice,TX,45003,Alice,TX,390,Corpus Christi,TX
450830,Big Bend Regional Medical Center,Alpine,TX,45004,Alpine,TX,406,Odessa,TX
450832,Christus St. Catherine Hospital,Katy,TX,45131,Houston,TX,397,Houston,TX
450833,Ennis Regional Medical Center,Ennis,TX,45089,Ennis,TX,391,Dallas,TX
450838,Dickerson Memorial Hospital,Jasper,TX,45139,Jasper,TX,386,Beaumont,TX
450839,Shelby Regional Medical Center,Center,TX,45191,Nacogdoches,TX,397,Houston,TX
450840,Texas Health Presbyterian Hosp,Allen,TX,45211,Plano,TX,391,Dallas,TX
450844,Methodist Willowbrook Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450847,Memorial Hermann Katy Hospital,Katy,TX,45142,Katy,TX,397,Houston,TX
450848,Memorial Hermann Sugar Land Hospital,Sugar Land,TX,45131,Houston,TX,397,Houston,TX
450855,Harlingen Medical Center,Harlingen,TX,45122,Harlingen,TX,396,Harlingen,TX
450862,St. Luke's Community Med Ctr,The Woodlands,TX,45060,Conroe,TX,397,Houston,TX
450867,Seton Northwest Hospital,Austin,TX,45016,Austin,TX,385,Austin,TX
450869,Doctor's Hospital at Renaissance,Edinburg,TX,45083,Edinburg,TX,402,McAllen,TX
450876,Lubbock Heart Hospital,Lubbock,TX,45168,Lubbock,TX,400,Lubbock,TX
450877,Physicians Hospital,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450878,Texsan Heart Hospital,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
