HCPC (Health Care Common Procedure Code System) Code ,HCPC (Health Care Common Procedure Code System) Label,# of records with this HCPC code in 2004,# of people with this HCPC code in 2004,# of records with this HCPC code in 2005,# of people with this HCPC code in 2005,# of records with this HCPC code in 2006,# of people with this HCPC code in 2006,# of records with this HCPC code in 2007,# of people with this HCPC code in 2007,# of records with this HCPC code in 2008,# of people with this HCPC code in 2008,# of records with this HCPC code in 2009,# of people with this HCPC code in 2009,# of records with this HCPC code in 2010,# of people with this HCPC code in 2010,# of records with this HCPC code in 2011,# of people with this HCPC code in 2011,# of records with this HCPC code in 2012,# of people with this HCPC code in 2012,# of records with this HCPC code in 2013,# of people with this HCPC code in 2013,# of records with this HCPC code in 2014,# of people with this HCPC code in 2014
C9358,"DERMAL SUBSTITUTE, NATIVE, NON-DENATURED COLLAGEN (SURGIMEND COLLAGEN MATRIX), PER 0.5 SQUARE CENTIM",0,0,0,0,0,0,0,0,40,40,75,75,185,180,370,360,350,345,195,195,115,115
C9359,"POROUS PURIFIED COLLAGEN MATRIX BONE VOID FILLER (INTEGRA MOZAIK OSTEOCONDUCTIVE SCAFFOLD PUTTY, INT",0,0,0,0,0,0,0,0,15,15,165,165,265,265,500,480,570,545,810,795,670,650
C9399,UNCLASSIFIED DRUGS OR BIOLOGICALS,1465,385,4400,2310,11260,5285,2705,1360,4750,3610,4370,2495,4870,2210,4605,3090,13885,3065,4850,1890,7990,2920
C9716,CREATIONS OF THERMAL ANAL LESIONS BY RADIOFREQUENCY ENERGY,25,25,75,75,40,40,.,.,0,0,0,0,15,15,15,15,0,0,0,0,0,0
C9724,ENDOSCOPIC FULL-THICKNESS PLICATION IN THE GASTRIC CARDIA USING ENDOSCOPIC PLICATION SYSTEM (EPS); I,0,0,.,.,50,45,.,.,.,.,80,80,150,145,150,135,125,120,60,60,.,.
C9725,PLACEMENT OF ENDORECTAL INTRACAVITARY APPLICATOR FOR HIGH INTENSITY BRACHYTHERAPY,0,0,.,.,35,25,30,30,.,.,.,.,.,.,40,40,0,0,.,.,.,.
C9726,PLACEMENT AND REMOVAL (IF PERFORMED) OF APPLICATOR INTO BREAST FOR RADIATION THERAPY,0,0,0,0,115,110,150,140,80,75,90,80,115,105,165,135,245,240,300,275,320,300
C9727,INSERTION OF IMPLANTS INTO THE SOFT PALATE; MINIMUM OF THREE IMPLANTS,0,0,0,0,.,.,45,45,20,20,15,15,.,.,0,0,0,0,0,0,0,0
C9728,"PLACEMENT OF INTERSTITIAL DEVICE(S) FOR RADIATION THERAPY/SURGERY GUIDANCE (E.G., FIDUCIAL MARKERS,",0,0,0,0,0,0,325,310,1115,1015,1545,1445,960,900,610,600,690,650,600,580,445,405
C9898,RADIOLABELED PRODUCT PROVIDED DURING A HOSPITAL INPATIENT STAY,0,0,0,0,0,0,0,0,290,280,1120,1090,1125,1065,1015,980,1045,1010,760,730,470,460
C9899,"IMPLANTED PROSTHETIC DEVICE, PAYABLE ONLY FOR INPATIENTS WHO DO NOT HAVE INPATIENT COVERAGE",0,0,0,0,0,0,0,0,0,0,395,250,450,280,485,325,1055,775,1420,960,1050,700
D0120,PERIODIC ORAL EVALUATION - ESTABLISHED PATIENT,890,760,1185,875,590,455,1170,715,1540,975,1745,1305,1745,1240,1600,1215,2120,1670,2330,1660,0,0
D0140,LIMITED ORAL EVALUATION - PROBLEM FOCUSED,620,525,720,510,430,405,440,365,635,565,735,600,1250,950,1845,1405,1575,1125,1700,1240,0,0
D0145,ORAL EVALUATION FOR A PATIENT UNDER THREE YEARS OF AGE AND COUNSELING WITH PRIMARY CAREGIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
D0150,COMPREHENSIVE ORAL EVALUATION - NEW OR ESTABLISHED PATIENT,440,400,490,450,385,350,495,460,515,490,570,555,415,405,630,605,755,715,725,690,0,0
D0160,"DETAILED AND EXTENSIVE ORAL EVALUATION - PROBLEM FOCUSED, BY REPORT",80,45,35,15,30,30,45,45,.,.,45,45,25,25,30,25,50,45,25,25,0,0
D0170,"RE-EVALUATION-LIMITED, PROBLEM FOCUSED (ESTABLISHED PATIENT; NOT POST-OPERATIVE VISIT)",50,45,.,.,.,.,35,15,.,.,0,0,.,.,40,30,.,.,15,15,0,0
D0180,COMPREHENSIVE PERIODONTAL EVALUATION - NEW OR ESTABLISHED PATIENT,40,40,30,30,.,.,.,.,.,.,25,25,.,.,.,.,.,.,.,.,0,0
D0210,INTRAORAL-COMPLETE SERIES (INCLUDING BITEWINGS),130,130,180,175,120,115,215,210,370,365,315,315,235,235,350,340,315,290,295,275,0,0
D0220,INTRAORAL-PERIAPICAL-FIRST FILM,230,220,215,170,220,195,330,325,550,525,695,655,740,695,1050,900,1090,965,1330,1130,0,0
D0230,INTRAORAL-PERIAPICAL-EACH ADDITIONAL FILM,55,55,45,40,95,95,110,110,435,245,530,390,325,320,605,550,765,660,740,675,0,0
D0240,INTRAORAL-OCCLUSAL FILM,.,.,0,0,.,.,0,0,0,0,0,0,.,.,40,15,.,.,20,20,0,0
D0250,EXTRAORAL-FIRST FILM,.,.,.,.,.,.,0,0,0,0,0,0,0,0,.,.,0,0,15,15,0,0
D0260,EXTRAORAL-EACH ADDITIONAL FILM,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,0,0
D0270,BITEWING-SINGLE FILM,0,0,.,.,25,25,50,50,45,45,30,30,25,25,90,90,130,125,90,90,0,0
D0272,BITEWINGS-TWO FILMS,70,70,115,115,115,115,140,135,130,125,170,170,220,220,255,245,300,295,235,235,0,0
D0273,BITEWINGS - THREE FILMS,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,60,60,0,0
D0274,BITEWINGS-FOUR FILMS,80,80,30,30,55,55,140,125,180,170,250,240,280,270,360,350,485,470,720,675,0,0
D0277,VERTICAL BITEWINGS - 7 TO 8 FILMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D0320,"TEMPOROMANDIBULAR JOINT ARTHROGRAM, INCLUDING INJECTION",15,15,.,.,.,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
D0330,PANORAMIC FILM,250,245,220,215,320,320,310,300,440,435,520,510,705,685,835,775,875,795,805,735,0,0
D0340,CEPHALOMETRIC FILM,.,.,0,0,.,.,0,0,.,.,0,0,0,0,.,.,0,0,.,.,0,0
D0350,ORAL/FACIAL PHOTOGRAPHIC IMAGES,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0
D0360,CONE BEAM CT - CRANIOFACIAL DATA CAPTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D0415,COLLECTION OF MICROORGANISMS FOR CULTURE AND SENSITIVITY,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0460,PULP VITALITY TESTS,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
D0470,DIAGNOSTIC CASTS,0,0,.,.,40,40,45,40,45,45,85,75,90,80,60,50,15,15,35,35,0,0
D0484,CONSULTATION ON SLIDES PREPARED ELSEWHERE,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
D0999,"UNSPECIFIED DIAGNOSTIC PROCEDURE, BY REPORT",0,0,0,0,.,.,0,0,.,.,0,0,.,.,.,.,0,0,.,.,0,0
D1110,PROPHYLAXIS-ADULT,1040,905,1115,970,860,755,1330,1120,1360,1185,1855,1495,2335,1670,2395,1770,2855,2100,3170,2190,0,0
D1120,PROPHYLAXIS-CHILD,0,0,15,15,.,.,40,35,170,110,130,65,160,100,115,85,75,65,50,45,0,0
D1203,TOPICAL APPLICATION OF FLUORIDE - CHILD,.,.,.,.,.,.,115,65,190,80,175,75,230,145,160,120,125,95,0,0,0,0
D1204,TOPICAL APPLICATION OF FLUORIDE - ADULT,35,35,30,30,30,25,85,85,45,45,60,55,90,85,245,220,130,130,0,0,0,0
D1206,TOPICAL FLUORIDE VARNISH; THERAPEUTIC APPLICATION FOR MODERATE TO HIGH CARIES RISK PATIENTS,0,0,0,0,0,0,35,35,120,120,135,135,50,50,75,75,40,40,230,230,0,0
D1310,NUTRITIONAL COUNSELING FOR THE CONTROL OF DENTAL DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0
D1320,TOBACCO COUNSELING FOR THE CONTROL AND PREVENTION OF ORAL DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
D1330,ORAL HYGIENE INSTRUCTION,0,0,15,15,15,15,45,40,60,50,70,50,65,45,70,60,125,125,115,95,0,0
D1351,SEALANT-PER TOOTH,.,.,0,0,0,0,.,.,15,15,140,25,95,30,65,40,20,20,55,20,0,0
D1520,SPACE MAINTAINER-REMOVABLE UNILATERAL,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2140,"AMALGAM-ONE SURFACE, PRIMARY OR PERMANENT",190,185,195,190,185,175,250,230,310,250,460,305,245,205,555,365,330,260,335,255,0,0
D2150,"AMALGAM-TWO SURFACES, PRIMARY OR PERMANENT",145,125,215,185,150,150,235,210,230,200,370,285,225,190,325,280,345,300,295,250,0,0
D2160,"AMALGAM-THREE SURFACES, PRIMARY OR PERMANENT",105,90,85,80,120,105,80,80,90,85,130,115,130,125,165,150,115,115,190,170,0,0
D2161,"AMALGAM-FOUR OR MORE SURFACES, PRIMARY OR PERMANENT",65,65,70,65,80,75,70,70,35,35,85,85,105,105,65,65,90,75,55,55,0,0
D2330,"RESIN-ONE SURFACE, ANTERIOR",120,110,195,165,180,150,215,175,270,245,360,295,385,265,430,320,345,295,355,290,0,0
D2331,"RESIN-TWO SURFACES, ANTERIOR",110,100,110,75,95,95,190,170,175,170,220,200,185,150,280,240,360,265,370,305,0,0
D2332,"RESIN-THREE SURFACES, ANTERIOR",60,50,100,90,55,55,140,120,105,95,165,150,155,95,355,190,180,135,225,150,0,0
D2335,RESIN-FOUR OR MORE SURFACES OR INVOLVING INCISAL ANGLE (ANTERIOR),35,35,30,25,35,35,120,100,70,55,170,110,145,130,170,135,190,130,285,225,0,0
D2390,"RESIN-BASED COMPOSITE CROWN, ANTERIOR",0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0,.,.,0,0
D2391,"RESIN-BASED COMPOSITE - ONE SURFACE, POSTERIOR",20,20,45,45,80,70,125,105,115,100,215,160,215,160,390,290,430,325,465,315,0,0
D2392,"RESIN-BASED COMPOSITE - TWO SURFACES, POSTERIOR",45,45,20,20,35,25,75,70,95,75,70,65,130,110,135,120,220,165,450,310,0,0
D2393,"RESIN-BASED COMPOSITE - THREE SURFACES, POSTERIOR",.,.,20,20,15,15,30,30,25,25,35,25,65,35,75,75,120,100,140,130,0,0
D2394,"RESIN-BASED COMPOSITE - FOUR OR MORE SURFACES, POSTERIOR",20,20,15,15,15,15,25,25,20,20,50,40,40,40,45,40,45,40,40,35,0,0
D2410,GOLD FOIL-ONE SURFACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D2510,INLAY-METALLIC-ONE SURFACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2520,INLAY-METALLIC-TWO SURFACES,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2544,ONLAY - METALLIC - FOUR OR MORE SURFACES,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2630,INLAY-PORCELAIN/CERAMIC-THREE OR MORE SURFACES,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0
D2650,INLAY - RESIN-BASED COMPOSITE - ONE SURFACE,0,0,0,0,.,.,0,0,0,0,0,0,0,0,.,.,.,.,0,0,0,0
D2651,INLAY - RESIN-BASED COMPOSITE - TWO SURFACES,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2652,INLAY - RESIN-BASED COMPOSITE - THREE OR MORE SURFACES,.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
D2662,ONLAY - RESIN-BASED COMPOSITE - TWO SURFACES,0,0,0,0,0,0,0,0,0,0,.,.,0,0,.,.,.,.,0,0,0,0
D2663,ONLAY - RESIN-BASED COMPOSITE - THREE SURFACES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D2664,ONLAY - - RESIN-BASED COMPOSITE - FOUR OR MORE SURFACES,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2710,CROWN - RESIN-BASED COMPOSITE (INDIRECT),0,0,0,0,0,0,.,.,.,.,0,0,0,0,0,0,.,.,0,0,0,0
D2721,CROWN-RESIN WITH PREDOMINANTLY BASE METAL,0,0,.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
D2740,CROWN-PORCELAIN/CERAMIC SUBSTRATE,.,.,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0
D2750,CROWN-PORCELAIN FUSED TO HIGH NOBLE METAL,.,.,0,0,0,0,0,0,0,0,0,0,30,15,30,15,.,.,.,.,0,0
D2751,CROWN-PORCELAIN FUSED TO PREDOMINANTLY BASE METAL,.,.,0,0,15,15,.,.,0,0,.,.,.,.,.,.,.,.,.,.,0,0
D2752,CROWN-PORCELAIN FUSED TO NOBLE METAL,0,0,.,.,0,0,.,.,30,20,.,.,.,.,0,0,40,35,25,25,0,0
D2781,CROWN - 3/4 CAST PREDOMINANTLY BASE METAL,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2790,CROWN-FULL CAST HIGH NOBLE METAL,0,0,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2791,CROWN-FULL CAST PREDOMINANTLY BASE METAL,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
D2792,CROWN-FULL CAST NOBLE METAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
D2799,PROVISIONAL CROWN,0,0,0,0,0,0,.,.,0,0,.,.,.,.,.,.,.,.,.,.,0,0
D2910,"RECEMENT INLAY, ONLAY OR PARTIAL COVERAGE RESTORATION",0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0
D2915,RECEMENT CAST OR PREFABRICATED POST AND CORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
D2920,RECEMENT CROWN,0,0,.,.,0,0,.,.,35,30,.,.,20,20,45,35,20,15,.,.,0,0
D2930,PREFABRICATED STAINLESS STEEL CROWN-PRIMARY TOOTH,0,0,0,0,.,.,0,0,15,15,.,.,0,0,0,0,.,.,.,.,0,0
D2931,PREFABRICATED STAINLESS STEEL CROWN-PERMANENT TOOTH,45,30,.,.,.,.,.,.,0,0,0,0,.,.,65,45,.,.,45,40,0,0
D2932,PREFABRICATED RESIN CROWN,0,0,0,0,0,0,.,.,0,0,.,.,0,0,0,0,.,.,55,30,0,0
D2934,PREFABRICATED ESTHETIC COATED STAINLESS STEEL CROWN - PRIMARY TOOTH,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
D2940,SEDATIVE FILLING,.,.,.,.,.,.,.,.,20,20,30,30,55,50,50,50,90,80,35,30,0,0
D2950,"CORE BUILD-UP, INCLUDING ANY PINS",15,15,.,.,0,0,15,15,0,0,.,.,.,.,.,.,.,.,15,15,0,0
D2951,"PIN RETENTION-PER TOOTH, IN ADDITION TO RESTORATION",0,0,.,.,0,0,0,0,0,0,.,.,.,.,.,.,15,15,15,15,0,0
D2952,"POST AND CORE IN ADDITION TO CROWN, INDIRECTLY FABRICATED",0,0,0,0,.,.,.,.,0,0,.,.,.,.,0,0,.,.,.,.,0,0
D2954,PREFABRICATED POST AND CORE IN ADDITION TO CROWN,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25,0,0
D2957,EACH ADDITIONAL PREFABRICATED POST - SAME TOOTH,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
D2970,TEMPORARY CROWN (FRACTURED TOOTH),0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0
D2980,"CROWN REPAIR, BY REPORT",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
D2999,"UNSPECIFIED RESTORATIVE PROCEDURE, BY REPORT",.,.,.,.,20,20,.,.,35,30,.,.,0,0,.,.,.,.,45,35,0,0
D3110,PULP CAP-DIRECT (EXCLUDING FINAL RESTORATION),0,0,.,.,0,0,0,0,.,.,.,.,0,0,15,15,.,.,0,0,0,0
D3220,THERAPEUTIC PULPOTOMY (EXCLUDING FINAL RESTORATION) REMOVAL OF PULP CORONAL TO THE DENTINOCEMENTAL J,15,15,.,.,20,15,.,.,15,15,.,.,20,20,.,.,.,.,.,.,0,0
D3221,"PULPAL DEBRIDEMENT, PRIMARY AND PERMANENT TEETH",.,.,0,0,.,.,.,.,70,20,65,35,30,30,.,.,0,0,.,.,0,0
D3230,"PULPAL THERAPY (RESORBABLE FILLING)-ANTERIOR, PRIMARY TOOTH (EXCLUDING FINAL RESTORATION)",0,0,0,0,.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D3310,"ENDODONTIC THERAPY, ANTERIOR TOOTH (EXCLUDING FINAL RESTORATION)",50,40,70,65,20,20,40,35,0,0,30,30,20,20,.,.,40,25,35,35,0,0
D3320,"ENDODONTIC THERAPY, BICUSPID TOOTH (EXCLUDING FINAL RESTORATION)",.,.,.,.,20,20,.,.,.,.,.,.,0,0,.,.,30,25,35,35,0,0
D3330,"ENDODONTIC THERAPY, MOLAR (EXCLUDING FINAL RESTORATION)",15,15,.,.,15,15,15,15,20,20,35,35,20,20,.,.,35,20,.,.,0,0
D3331,TREATMENT OF ROOT CANAL OBSTRUCTION; NON-SURGICAL ACCESS,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3346,RETREATMENT OF PREVIOUS ROOT CANAL THERAPY-ANTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3348,RETREATMENT OF PREVIOUS ROOT CANAL THERAPY-MOLAR,.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
D3351,"APEXIFICATION/RECALCIFICATION-INITIAL VISIT (APICAL CLOSURE/CALCIFIC REPAIR OF PERFORATIONS, ROOT RE",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
D3410,APICOECTOMY/PERIRADICULAR SURGERY-ANTERIOR,.,.,.,.,15,15,0,0,.,.,0,0,.,.,.,.,0,0,0,0,0,0
D3421,APICOECTOMY/PERIRADICULAR SURGERY-BICUSPID (FIRST ROOT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D3425,APICOECTOMY/PERIRADICULAR SURGERY-MOLAR (FIRST ROOT).,0,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0,0,0
D3430,RETROGRADE FILLING-PER ROOT,.,.,.,.,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0
D3460,ENDODONTIC ENDOSSEOUS IMPLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
D3999,"UNSPECIFIED ENDODONTIC PROCEDURE, BY REPORT",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0
D4210,GINGIVECTOMY OR GINGIVOPLASTY - FOUR OR MORE CONTIGUOUS TEETH OR TOOTH BOUNDED SPACES PER QUADRANT,50,50,.,.,0,0,.,.,15,15,.,.,.,.,.,.,70,25,65,30,0,0
D4211,GINGIVECTOMY OR GINGIVOPLASTY - ONE TO THREE CONTIGUOUS TEETH OR TOOTH BOUNDED SPACES PER QUADRANT,0,0,.,.,0,0,0,0,30,30,.,.,0,0,.,.,45,20,.,.,0,0
D4240,"GINGIVAL FLAP PROCEDURE, INCLUDING ROOT PLANING - FOUR OR MORE CONTIGUOUS TEETH OR TOOTH BOUNDED SPA",0,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0,.,.,0,0,0,0
D4241,"GINGIVAL FLAP PROCEDURE, INCLUDING ROOT PLANING - ONE TO THREE CONTIGUOUS TEETH OR TOOTH BOUNDED SPA",0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4249,CLINICAL CROWN LENGTHENING-HARD TISSUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D4260,OSSEOUS SURGERY (INCLUDING FLAP ENTRY AND CLOSURE) - FOUR OR MORE CONTIGUOUS TEETH OR TOOTH BOUNDED,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0
D4263,BONE REPLACEMENT GRAFT - FIRST SITE IN QUADRANT,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,0,0,0,0,0
D4264,BONE REPLACEMENT GRAFT - EACH ADDITIONAL SITE IN QUADRANT,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,0,0,0,0,0
D4265,BIOLOGIC MATERIALS TO AID IN SOFT AND OSSEOUS TISSUE REGENERATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D4268,"SURGICAL REVISION PROCEDURE, PER TOOTH",.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4270,PEDICLE SOFT TISSUE GRAFT PROCEDURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
D4271,FREE SOFT TISSUE GRAFT PROCEDURE (INCLUDING DONOR SITE SURGERY),0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
D4321,PROVISIONAL SPLINTING-EXTRACORONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
D4341,PERIODONTAL SCALING AND ROOT PLANING - FOUR OR MORE TEETH PER QUADRANT,590,500,410,330,390,305,545,430,655,480,710,515,460,305,430,320,670,420,850,440,0,0
D4342,"PERIODONTAL SCALING AND ROOT PLANING - ONE TO THREE TEETH, PER QUADRANT",20,20,.,.,105,90,50,40,140,75,140,50,55,25,85,60,115,60,50,35,0,0
D4355,FULL MOUTH DEBRIDEMENT TO ENABLE COMPREHENSIVE EVALUATION AND DIAGNOSIS,215,205,275,255,25,25,65,65,35,30,105,100,90,85,110,110,115,110,120,115,0,0
D4381,LOCALIZED DELIVERY OF ANTIMICROBIAL AGENTS VIA A CONTROLLED RELEASE VEHICLE INTO DISEASED CREVICULAR,0,0,0,0,0,0,.,.,0,0,.,.,0,0,0,0,.,.,0,0,0,0
D4910,PERIODONTAL MAINTENANCE,0,0,0,0,0,0,.,.,.,.,.,.,15,15,.,.,55,45,.,.,0,0
D4920,UNSCHEDULED DRESSING CHANGE (BY SOMEONE OTHER THAN TREATING DENTIST),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4999,"UNSPECIFIED PERIODONTAL PROCEDURE, BY REPORT",0,0,0,0,0,0,.,.,.,.,0,0,.,.,.,.,0,0,15,15,0,0
D5110,COMPLETE DENTURE - MAXILLARY,190,100,185,115,265,110,235,150,160,95,355,150,250,120,320,140,190,110,175,95,0,0
D5120,COMPLETE DENTURE - MANDIBULAR,95,75,120,80,205,85,140,95,100,55,265,105,150,95,225,95,180,85,20,20,0,0
D5130,IMMEDIATE DENTURE - MAXILLARY,.,.,0,0,.,.,0,0,.,.,.,.,.,.,.,.,.,.,0,0,0,0
D5140,IMMEDIATE DENTURE - MANDIBULAR,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,0,0,0,0
D5211,"UPPER PARTIAL-RESIN BASE (INCLUDING ANY CONVENTIONAL CLASPS, RESTS AND TEETH)",.,.,.,.,.,.,35,30,30,15,40,25,.,.,65,30,35,15,30,25,0,0
D5212,"LOWER PARTIAL-RESIN BASE (INCLUDING ANY CONVENTIONAL CLASPS, RESTS AND TEETH)",.,.,25,20,15,15,55,30,15,15,85,45,30,25,45,30,35,35,25,25,0,0
D5213,MAXILLARY PARTIAL DENTURE - CAST METAL FRAMEWORK WITH RESIN DENTURE BASES (INCLUDING ANY CONVENTIONA,25,25,30,30,50,35,105,50,90,35,55,35,120,50,65,45,135,45,65,40,0,0
D5214,MANDIBULAR PARTIAL DENTURE - CAST METAL FRAMEWORK WITH RESIN DENTURE BASES (INCLUDING ANY CONVENTION,35,35,90,70,70,55,150,65,80,50,90,65,130,70,210,70,95,65,80,45,0,0
D5225,"MAXILLARY PARTIAL DENTURE - FLEXIBLE BASE (INCLUDING ANY CLASPS, RESTS AND TEETH)",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
D5226,"MANDIBULAR PARTIAL DENTURE - FLEXIBLE BASE (INCLUDING ANY CLASPS, RESTS AND TEETH)",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
D5410,ADJUST COMPLETE DENTURE - MAXILLARY,.,.,.,.,20,20,40,35,20,15,60,50,95,60,50,45,20,20,35,35,0,0
D5411,ADJUST COMPLETE DENTURE - MANDIBULAR,0,0,.,.,15,15,25,20,.,.,55,45,75,50,70,25,30,30,30,20,0,0
D5421,ADJUST PARTIAL DENTURE - MAXILLARY,.,.,0,0,.,.,20,15,.,.,20,20,45,35,35,20,.,.,15,15,0,0
D5422,ADJUST PARTIAL DENTURE - MANDIBULAR,.,.,.,.,.,.,55,25,20,20,35,35,80,45,95,50,35,25,20,15,0,0
D5510,REPAIR BROKEN COMPLETE DENTURE BASE,0,0,.,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,15,15,0,0
D5520,REPLACE MISSING OR BROKEN TEETH-COMPLETE DENTURE (EACH TOOTH),.,.,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,0,0
D5610,REPAIR RESIN DENTURE BASE,.,.,.,.,0,0,.,.,.,.,.,.,15,15,25,25,30,30,.,.,0,0
D5620,REPAIR CAST FRAMEWORK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,0,0,0
D5630,REPAIR OR REPLACE BROKEN CLASP,0,0,0,0,0,0,.,.,0,0,0,0,.,.,.,.,.,.,0,0,0,0
D5640,REPLACE BROKEN TEETH-PER TOOTH,.,.,.,.,0,0,.,.,.,.,.,.,.,.,20,20,30,30,30,25,0,0
D5650,ADD TOOTH TO EXISTING PARTIAL DENTURE,0,0,.,.,0,0,.,.,.,.,.,.,15,15,.,.,75,50,35,35,0,0
D5660,ADD CLASP TO EXISTING PARTIAL DENTURE,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0
D5710,REBASE COMPLETE MAXILLARY DENTURE,0,0,0,0,.,.,0,0,0,0,0,0,0,0,.,.,.,.,0,0,0,0
D5720,REBASE MAXILLARY PARTIAL DENTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D5730,RELINE COMPLETE MAXILLARY DENTURE (CHAIRSIDE),0,0,0,0,0,0,15,15,0,0,0,0,.,.,0,0,20,20,.,.,0,0
D5731,RELINE LOWER COMPLETE MANDIBULAR DENTURE (CHAIRSIDE),0,0,0,0,0,0,0,0,.,.,0,0,.,.,.,.,.,.,0,0,0,0
