hcpcs_cdH – CPC (Health Care Common Procedure Code System) Code ,Format value long labelH – CPC (Health Care Common Procedure Code System) Long Label,Format value short labelH – CPC (Health Care Common Procedure Code System) Short Label,Nrecs2004# -  of records with this HCPC code in 2004,nppl_any2004# -  of people with this HCPC code in 2004,Nrecs2005 - # of records with this HCPC code in 2005,nppl_any2005 - # of people with this HCPC code in 2005,Nrecs2006 - # of records with this HCPC code in 2006,nppl_any2006 - # of people with this HCPC code in 2006,Nrecs2007 - # of records with this HCPC code in 2007,nppl_any2007 - # of people with this HCPC code in 2007,Nrecs2008 - # of records with this HCPC code in 2008,nppl_any2008 - # of people with this HCPC code in 2008,Nrecs2009 - # of records with this HCPC code in 2009,nppl_any2009 - # of people with this HCPC code in 2009,Nrecs2010 - # of records with this HCPC code in 2010,nppl_any2010 - # of people with this HCPC code in 2010,Nrecs2011 - # of records with this HCPC code in 2011,nppl_any2011 - # of people with this HCPC code in 2011,Nrecs2012 - # of records with this HCPC code in 2012,nppl_any2012 - # of people with this HCPC code in 2012,Nrecs2013 - # of records with this HCPC code in 2013,nppl_any2013 - # of people with this HCPC code in 2013,Nrecs2014 - # of records with this HCPC code in 2014,nppl_any2014 - # of people with this HCPC code in 2014
A4458,"Enema bag with tubing, reusable","ENEMA BAG WITH TUBING, REUSABLE",25,20,45,30,.,.,.,.,35,25,.,.,0,0,15,15,.,.,0,0,.,.
A4461,"Surgical dressing holder, non-reusable, each","SURGICAL DRESSING HOLDER, NON-REUSABLE, EACH",0,0,0,0,0,0,155,110,250,170,295,205,185,155,470,375,950,725,820,655,730,610
A4463,"Surgical dressing holder, reusable, each","SURGICAL DRESSING HOLDER, REUSABLE, EACH",0,0,0,0,0,0,30,30,55,45,90,90,80,75,115,105,125,120,50,45,50,50
A4465,Non-elastic binder for extremity,NON-ELASTIC BINDER FOR EXTREMITY,1315,895,1425,960,1710,965,1325,785,1290,855,1025,765,1065,860,940,590,550,440,610,400,450,370
A4470,GRAVLEE JET WASHER,GRAVLEE JET WASHER,.,.,.,.,.,.,.,.,0,0,0,0,.,.,0,0,.,.,0,0,0,0
A4480,VABRA aspirator,VABRA ASPIRATOR,170,145,135,95,105,95,140,115,110,90,115,100,90,85,110,105,35,35,15,15,25,25
A4481,"TRACHEOSTOMA FILTER, ANY TYPE, ANY SIZE, EACH","TRACHEOSTOMA FILTER, ANY TYPE, ANY SIZE, EACH",.,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4483,"Moisture exchanger, disposable, for use with invasive mechanical ventilation","MOISTURE EXCHANGER, DISPOSABLE, FOR USE WITH INVASIVE MECHANICAL VENTILATION",200,110,150,150,110,100,.,.,0,0,0,0,0,0,0,0,0,0,0,0,15,.
A4490,"Surgical stockings above knee length, each","SURGICAL STOCKINGS ABOVE KNEE LENGTH, EACH",220,140,190,145,130,80,80,70,75,50,95,80,50,45,25,20,15,15,20,20,15,15
A4495,"Surgical stockings thigh length, each","SURGICAL STOCKINGS THIGH LENGTH, EACH",145,105,425,325,400,270,420,315,380,245,425,320,375,320,275,235,145,125,95,85,45,35
A4500,"Surgical stockings below knee length, each","SURGICAL STOCKINGS BELOW KNEE LENGTH, EACH",910,675,965,690,810,605,635,490,710,515,620,470,595,525,485,355,295,265,250,190,415,305
A4510,"Surgical stockings full length, each","SURGICAL STOCKINGS FULL LENGTH, EACH",405,245,285,200,300,235,520,340,350,230,215,185,230,105,135,100,40,30,35,30,540,175
A4520,"Incontinence garment, any type, (e.g. brief, diaper), each","INCONTINENCE GARMENT, ANY TYPE, (E.G. BRIEF, DIAPER), EACH",0,0,140,80,.,.,.,.,0,0,.,.,0,0,.,.,0,0,.,.,20,20
A4550,Surgical trays,SURGICAL TRAYS,553465,331460,511370,319385,473795,297140,484990,291915,501260,294910,493420,292795,467330,277895,457990,267450,425570,251455,399275,237050,365515,217720
A4554,"Disposable underpads, all sizes","DISPOSABLE UNDERPADS, ALL SIZES",6760,1630,1270,720,1165,855,2260,1565,2165,1320,1280,820,1280,830,2265,950,850,660,490,360,895,485
A4556,"Electrodes, (e.g., apnea monitor), per pair","ELECTRODES, (E.G., APNEA MONITOR), PER PAIR",56225,34665,57660,35855,59310,37435,64920,40440,67640,42415,73260,50010,76710,51080,82300,52855,73425,47190,59990,40295,57090,38915
A4557,"Lead wires, (e.g., apnea monitor), per pair","LEAD WIRES, (E.G., APNEA MONITOR), PER PAIR",930,620,2075,1295,2190,1490,2215,1475,2920,1945,3545,2515,3435,2515,4195,3110,4560,3330,3230,2485,2085,1695
A4558,"Conductive gel or paste, for use with electrical device (e.g., TENS, NMES), per ounce","CONDUCTIVE GEL OR PASTE, FOR USE WITH ELECTRICAL DEVICE (E.G., TENS, NMES), PER OUNCE",9800,4525,11175,6410,17960,11130,16540,9250,17035,6810,15105,8780,14355,8890,17530,11570,17320,11790,12470,8620,7595,5115
A4559,"Coupling gel or paste, for use with ultrasound device, per ounce","COUPLING GEL OR PASTE, FOR USE WITH ULTRASOUND DEVICE, PER OUNCE",0,0,0,0,0,0,13910,9090,18830,10765,20120,13555,29970,18405,14425,10360,6095,4140,3300,2175,4465,2570
A4561,"Pessary, rubber, any type","PESSARY, RUBBER, ANY TYPE",13465,10450,13335,10535,12995,10160,12810,10110,12895,10100,11760,9235,10405,8500,10165,8270,10460,8320,9500,7580,9040,7330
A4562,"Pessary, non rubber, any type","PESSARY, NON RUBBER, ANY TYPE",31560,24870,32560,25950,33230,25905,33315,25890,34915,27190,35620,27775,36320,28515,37415,29305,37460,29225,37395,29070,36885,27965
A4565,Slings,SLINGS,27635,25480,29165,26645,27705,25735,30150,28145,31475,29385,32500,30445,31515,29625,31685,30065,32870,30890,32990,31005,33135,31100
A4570,Splint,SPLINT,4485,3700,4485,3710,3645,2970,3385,2855,3920,3130,4865,3875,3525,3015,4435,3825,3600,3105,1770,1475,1885,1610
A4575,"TOPICAL HYPERBARIC OXYGEN CHAMBER, DISPOSABLE","TOPICAL HYPERBARIC OXYGEN CHAMBER, DISPOSABLE",.,.,.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0
A4580,Cast supplies (e.g. plaster),CAST SUPPLIES (E.G. PLASTER),2090,1440,1590,1190,1715,1235,1995,1325,2555,1570,1540,1105,955,645,945,660,875,520,420,260,440,305
A4590,Special casting material (e.g. fiberglass),SPECIAL CASTING MATERIAL (E.G. FIBERGLASS),4505,3055,3690,2635,2910,1970,3065,2270,4275,2870,3225,2315,1300,920,1335,1050,1765,1275,1715,1285,1240,870
A4595,"Electrical stimulator supplies, 2 lead, per month, (e.g. TENS, NMES)","ELECTRICAL STIMULATOR SUPPLIES, 2 LEAD, PER MONTH, (E.G. TENS, NMES)",4170,2700,4230,2795,3745,2690,4965,3440,6455,3180,5355,3365,5095,3350,5900,3840,6330,3890,5015,3590,5910,4320
A4600,"Sleeve for intermittent limb compression device, replacement only, each","SLEEVE FOR INTERMITTENT LIMB COMPRESSION DEVICE, REPLACEMENT ONLY, EACH",0,0,0,0,0,0,.,.,15,15,.,.,.,.,.,.,.,.,.,.,.,.
A4601,"LITHIUM ION BATTERY FOR NON-PROSTHETIC USE, REPLACEMENT","LITHIUM ION BATTERY FOR NON-PROSTHETIC USE, REPLACEMENT",0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,.,0,0
A4604,Tubing with integrated heating element for use with positive airway pressure device,TUBING WITH INTEGRATED HEATING ELEMENT FOR USE WITH POSITIVE AIRWAY PRESSURE DEVICE,0,0,0,0,0,0,.,.,.,.,.,.,115,65,120,75,60,50,45,35,80,60
A4605,"TRACHEAL SUCTION CATHETER, CLOSED SYSTEM, EACH","TRACHEAL SUCTION CATHETER, CLOSED SYSTEM, EACH",0,0,.,.,.,.,0,0,0,0,0,0,0,0,.,.,.,.,.,.,0,0
A4606,"Oxygen probe for use with oximeter device, replacement","OXYGEN PROBE FOR USE WITH OXIMETER DEVICE, REPLACEMENT",75,65,1035,700,1040,655,345,235,500,255,925,425,1140,400,655,250,295,140,70,50,.,.
A4608,"Transtracheal oxygen catheter, each","TRANSTRACHEAL OXYGEN CATHETER, EACH",.,.,0,0,.,.,.,.,0,0,.,.,0,0,0,0,0,0,.,.,.,.
A4611,"BATTERY, HEAVY DUTY; REPLACEMENT FOR PATIENT OWNED VENTILATOR","BATTERY, HEAVY DUTY; REPLACEMENT FOR PATIENT OWNED VENTILATOR",20,20,30,25,15,15,15,15,.,.,.,.,.,.,.,.,.,.,.,.,0,0
A4612,BATTERY CABLES; REPLACEMENT FOR PATIENT-OWNED VENTILATOR,BATTERY CABLES; REPLACEMENT FOR PATIENT-OWNED VENTILATOR,0,0,.,.,20,20,.,.,0,0,30,25,0,0,150,25,0,0,0,0,0,0
A4613,BATTERY CHARGER; REPLACEMENT FOR PATIENT-OWNED VENTILATOR,BATTERY CHARGER; REPLACEMENT FOR PATIENT-OWNED VENTILATOR,.,.,265,155,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
A4614,"Peak expiratory flow rate meter, hand held","PEAK EXPIRATORY FLOW RATE METER, HAND HELD",2760,1845,2810,2195,2635,1980,2810,2090,2470,1930,2795,2035,3450,2535,3390,2600,4025,2825,3490,2495,2245,1810
A4615,"Cannula, nasal","CANNULA, NASAL",10630,8255,9570,7120,7610,5880,8550,6145,8595,5745,6115,4275,7710,5595,7335,5255,6840,5155,5995,4645,7770,5810
A4616,"Tubing (oxygen), per foot","TUBING (OXYGEN), PER FOOT",4700,2930,5880,3665,4680,3435,4480,3420,4840,3220,4080,2975,3615,2900,3585,2860,3550,2750,4275,3175,3155,2450
A4617,Mouth piece,MOUTH PIECE,6155,4460,9015,6765,10240,7370,12060,8085,10380,7455,10890,7725,11260,7605,11540,8020,12520,8740,14740,9815,15225,9680
A4618,Breathing circuits,BREATHING CIRCUITS,590,350,675,495,1125,810,590,380,245,185,235,175,170,120,280,190,355,200,240,185,220,145
A4619,Face tent,FACE TENT,40,30,55,55,70,65,90,65,.,.,20,15,.,.,.,.,0,0,30,20,.,.
A4620,Variable concentration mask,VARIABLE CONCENTRATION MASK,1385,1000,1465,1050,980,735,745,515,1220,670,1255,905,1120,940,1155,855,1070,845,1010,760,1115,830
A4623,"TRACHEOSTOMY, INNER CANNULA","TRACHEOSTOMY, INNER CANNULA",25,20,0,0,35,15,0,0,.,.,.,.,25,25,0,0,0,0,0,0,0,0
A4624,"Tracheal suction catheter, any type other than closed system, each","TRACHEAL SUCTION CATHETER, ANY TYPE OTHER THAN CLOSED SYSTEM, EACH",120,110,80,80,15,15,30,30,50,45,40,20,100,70,20,15,20,15,40,30,80,30
A4625,Tracheostomy care kit for new tracheostomy,TRACHEOSTOMY CARE KIT FOR NEW TRACHEOSTOMY,.,.,.,.,.,.,.,.,30,25,.,.,.,.,.,.,.,.,.,.,.,.
A4626,"TRACHEOSTOMY CLEANING BRUSH, EACH","TRACHEOSTOMY CLEANING BRUSH, EACH",40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4627,"Spacer, bag or reservoir, with or without mask, for use with metered dose inhaler","SPACER, BAG OR RESERVOIR, WITH OR WITHOUT MASK, FOR USE WITH METERED DOSE INHALER",975,850,1175,995,1445,1325,1845,1625,2190,1940,2270,2035,2705,2355,3320,3040,3555,3230,3995,3790,3555,3210
A4628,"Oropharyngeal suction catheter, each","OROPHARYNGEAL SUCTION CATHETER, EACH",110,110,150,130,20,20,45,25,40,35,35,35,0,0,0,0,60,40,95,40,45,40
A4629,TRACHEOSTOMY CARE KIT FOR ESTABLISHED TRACHEOSTOMY,TRACHEOSTOMY CARE KIT FOR ESTABLISHED TRACHEOSTOMY,25,20,65,45,55,15,0,0,0,0,0,0,0,0,.,.,.,.,.,.,0,0
A4630,"Replacement batteries, medically necessary, transcutaneous electrical stimulator, owned by
patient","REPLACEMENT BATTERIES, MEDICALLY NECESSARY, TRANSCUTANEOUS ELECTRICAL STIMULATOR, OWNED BY PATIENT",25,25,45,35,65,45,15,15,130,80,185,75,105,65,80,50,25,20,15,15,70,55
A4633,"REPLACEMENT BULB/LAMP FOR ULTRAVIOLET LIGHT THERAPY SYSTEM, EACH","REPLACEMENT BULB/LAMP FOR ULTRAVIOLET LIGHT THERAPY SYSTEM, EACH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
A4634,"REPLACEMENT BULB FOR THERAPEUTIC LIGHT BOX, TABLETOP MODEL","REPLACEMENT BULB FOR THERAPEUTIC LIGHT BOX, TABLETOP MODEL",0,0,0,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0
A4635,"Underarm pad, crutch, replacement, each","UNDERARM PAD, CRUTCH, REPLACEMENT, EACH",.,.,0,0,0,0,.,.,0,0,.,.,.,.,0,0,.,.,0,0,.,.
A4636,"REPLACEMENT, HANDGRIP, CANE, CRUTCH, OR WALKER, EACH","REPLACEMENT, HANDGRIP, CANE, CRUTCH, OR WALKER, EACH",0,0,0,0,.,.,.,.,0,0,.,.,0,0,0,0,.,.,.,.,0,0
A4637,"REPLACEMENT, TIP, CANE, CRUTCH, WALKER, EACH.","REPLACEMENT, TIP, CANE, CRUTCH, WALKER, EACH.",20,15,20,20,.,.,.,.,.,.,25,20,.,.,0,0,0,0,0,0,0,0
A4638,"REPLACEMENT BATTERY FOR PATIENT-OWNED EAR PULSE GENERATOR, EACH","REPLACEMENT BATTERY FOR PATIENT-OWNED EAR PULSE GENERATOR, EACH",0,0,20,20,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4639,"REPLACEMENT PAD FOR INFRARED HEATING PAD SYSTEM, EACH","REPLACEMENT PAD FOR INFRARED HEATING PAD SYSTEM, EACH",0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4640,REPLACEMENT PAD FOR USE WITH MEDICALLY NECESSARY ALTERNATING PRESSURE PAD OWNED BY PATIENT,REPLACEMENT PAD FOR USE WITH MEDICALLY NECESSARY ALTERNATING PRESSURE PAD OWNED BY PATIENT,20,20,35,30,15,15,15,15,.,.,25,20,0,0,.,.,0,0,.,.,0,0
A4641,"Radiopharmaceutical, diagnostic, not otherwise classified","RADIOPHARMACEUTICAL, DIAGNOSTIC, NOT OTHERWISE CLASSIFIED",144275,96030,201440,136760,74620,53895,40345,29315,23710,16205,12460,8445,9175,5810,5505,3740,2525,1810,1435,1090,1255,1035
A4642,"INDIUM IN-111 SATUMOMAB PENDETIDE, DIAGNOSTIC, PER STUDY DOSE, UP TO 6 MILLICURIES","INDIUM IN-111 SATUMOMAB PENDETIDE, DIAGNOSTIC, PER STUDY DOSE, UP TO 6 MILLICURIES",615,425,185,130,155,135,85,75,300,165,395,225,70,45,20,15,0,0,15,15,0,0
A4648,"Tissue marker, implantable, any type, each","TISSUE MARKER, IMPLANTABLE, ANY TYPE, EACH",.,.,0,0,0,0,0,0,4860,3595,8795,6175,12455,9360,14935,11595,13460,10735,11875,9720,11495,9540
A4649,Surgical supply; miscellaneous,SURGICAL SUPPLY; MISCELLANEOUS,91330,39725,85215,40515,82930,39810,82965,36675,80520,35390,67980,32420,62120,28565,63675,28600,50755,23570,40280,19150,37840,17740
A4650,"IMPLANTABLE RADIATION DOSIMETER, EACH","IMPLANTABLE RADIATION DOSIMETER, EACH",50,50,15,15,0,0,.,.,20,20,55,45,115,70,.,.,.,.,.,.,0,0
A4651,"CALIBRATED MICROCAPILLARY TUBE, EACH","CALIBRATED MICROCAPILLARY TUBE, EACH",390,130,140,85,125,60,115,70,100,60,25,20,50,35,25,25,35,20,0,0,0,0
A4652,MICROCAPILLARY TUBE SEALANT,MICROCAPILLARY TUBE SEALANT,155,65,25,25,.,.,55,35,95,60,15,15,20,20,.,.,35,20,0,0,0,0
A4653,"Peritoneal dialysis catheter anchoring device, belt, each","PERITONEAL DIALYSIS CATHETER ANCHORING DEVICE, BELT, EACH",0,0,0,0,.,.,15,15,0,0,.,.,20,15,30,25,0,0,0,0,.,.
A4657,"Syringe, with or without needle, each","SYRINGE, WITH OR WITHOUT NEEDLE, EACH",1060,520,3145,1140,3120,1370,2360,1185,3150,1905,3940,2105,3945,1995,4295,1895,2915,1715,1745,1035,900,510
A4660,SPHYGMOMANOMETER/BLOOD PRESSURE APPARATUS WITH CUFF AND STETHOSCOPE,SPHYGMOMANOMETER/BLOOD PRESSURE APPARATUS WITH CUFF AND STETHOSCOPE,675,440,205,145,75,55,90,70,60,50,40,40,110,80,.,.,35,15,.,.,0,0
A4663,Blood pressure cuff only,BLOOD PRESSURE CUFF ONLY,370,305,750,690,55,25,65,35,50,45,425,210,545,275,440,260,445,280,45,40,15,15
A4670,Automatic blood pressure monitor,AUTOMATIC BLOOD PRESSURE MONITOR,405,280,285,185,150,130,180,110,1210,415,480,375,495,370,480,320,5565,900,1085,460,840,670
A4672,"DRAINAGE EXTENSION LINE, STERILE, FOR DIALYSIS, EACH","DRAINAGE EXTENSION LINE, STERILE, FOR DIALYSIS, EACH",0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4673,"Extension line with easy lock connectors, used with dialysis","EXTENSION LINE WITH EASY LOCK CONNECTORS, USED WITH DIALYSIS",0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15
A4674,"CHEMICALS/ANTISEPTICS SOLUTION USED TO CLEAN/STERILIZE DIALYSIS EQUIPMENT, PER 8 OZ","CHEMICALS/ANTISEPTICS SOLUTION USED TO CLEAN/STERILIZE DIALYSIS EQUIPMENT, PER 8 OZ",0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
A4680,"ACTIVATED CARBON FILTER FOR HEMODIALYSIS, EACH","ACTIVATED CARBON FILTER FOR HEMODIALYSIS, EACH",.,.,0,0,0,0,0,0,0,0,35,30,40,20,0,0,0,0,0,0,0,0
A4690,"Dialyzer (artificial kidneys), all types, all sizes, for hemodialysis, each","DIALYZER (ARTIFICIAL KIDNEYS), ALL TYPES, ALL SIZES, FOR HEMODIALYSIS, EACH",.,.,0,0,.,.,0,0,0,0,40,25,0,0,0,0,.,.,.,.,.,.
A4706,"Bicarbonate concentrate, solution, for hemodialysis, per gallon","BICARBONATE CONCENTRATE, SOLUTION, FOR HEMODIALYSIS, PER GALLON",230,25,240,25,190,15,145,25,445,45,695,150,370,165,450,130,200,85,85,70,70,65
A4707,"BICARBONATE CONCENTRATE, POWDER, FOR HEMODIALYSIS, PER PACKET","BICARBONATE CONCENTRATE, POWDER, FOR HEMODIALYSIS, PER PACKET",.,.,25,20,15,15,20,15,.,.,0,0,0,0,0,0,0,0,0,0,0,0
A4709,"ACID CONCENTRATE, SOLUTION, FOR HEMODIALYSIS, PER GALLON","ACID CONCENTRATE, SOLUTION, FOR HEMODIALYSIS, PER GALLON",0,0,.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
A4714,"TREATED WATER (DEIONIZED, DISTILLED, OR REVERSE OSMOSIS) FOR PERITONEAL DIALYSIS, PER GALLON","TREATED WATER (DEIONIZED, DISTILLED, OR REVERSE OSMOSIS) FOR PERITONEAL DIALYSIS, PER GALLON",50,20,0,0,30,30,15,15,0,0,0,0,0,0,.,.,0,0,0,0,0,0
A4719,"""Y set"" tubing for peritoneal dialysis","""Y SET"" TUBING FOR PERITONEAL DIALYSIS",0,0,0,0,0,0,0,0,0,0,.,.,15,15,.,.,.,.,0,0,890,65
A4720,"Dialysate solution, any concentration of dextrose, fluid volume greater than 249cc, but less
than or equal to 999cc, for peritoneal dialysis","DIALYSATE SOLUTION, ANY CONCENTRATION OF DEXTROSE, FLUID VOLUME GREATER THAN 249CC, BUT LESS THAN OR",.,.,115,15,0,0,25,25,20,20,.,.,0,0,.,.,0,0,0,0,.,.
A4721,"DIALYSATE SOLUTION, ANY CONCENTRATION OF DEXTROSE, FLUID VOLUME GREATER THAN 999CC BUT LESS THAN OR","DIALYSATE SOLUTION, ANY CONCENTRATION OF DEXTROSE, FLUID VOLUME GREATER THAN 999CC BUT LESS THAN OR",.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
A4722,"DIALYSATE SOLUTION, ANY CONCENTRATION OF DEXTROSE, FLUID VOLUME GREATER THAN 1999CC BUT LESS THAN OR","DIALYSATE SOLUTION, ANY CONCENTRATION OF DEXTROSE, FLUID VOLUME GREATER THAN 1999CC BUT LESS THAN OR",.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
A4730,"FISTULA CANNULATION SET FOR HEMODIALYSIS, EACH","FISTULA CANNULATION SET FOR HEMODIALYSIS, EACH",0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
A4736,"TOPICAL ANESTHETIC, FOR DIALYSIS, PER GRAM","TOPICAL ANESTHETIC, FOR DIALYSIS, PER GRAM",.,.,0,0,85,60,100,75,135,130,165,140,15,15,0,0,0,0,.,.,0,0
A4737,"INJECTABLE ANESTHETIC, FOR DIALYSIS, PER 10 ML","INJECTABLE ANESTHETIC, FOR DIALYSIS, PER 10 ML",25,15,155,90,20,20,0,0,.,.,0,0,20,20,0,0,0,0,0,0,0,0
A4740,"SHUNT ACCESSORY, FOR HEMODIALYSIS, ANY TYPE, EACH","SHUNT ACCESSORY, FOR HEMODIALYSIS, ANY TYPE, EACH",0,0,.,.,15,15,40,30,0,0,.,.,0,0,0,0,0,0,0,0,0,0
A4750,"Blood tubing, arterial or venous, for hemodialysis, each","BLOOD TUBING, ARTERIAL OR VENOUS, FOR HEMODIALYSIS, EACH",6655,1695,5135,1580,3715,925,2490,770,2015,485,1335,445,1165,345,530,185,275,100,230,60,50,45
A4755,"Blood tubing, arterial and venous combined, for hemodialysis, each","BLOOD TUBING, ARTERIAL AND VENOUS COMBINED, FOR HEMODIALYSIS, EACH",205,85,885,125,200,85,65,55,0,0,25,15,20,15,.,.,.,.,0,0,20,.
A4760,"DIALYSATE SOLUTION TEST KIT, FOR PERITONEAL DIALYSIS, ANY TYPE, EACH","DIALYSATE SOLUTION TEST KIT, FOR PERITONEAL DIALYSIS, ANY TYPE, EACH",85,70,15,15,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4765,"DIALYSATE CONCENTRATE, POWDER, ADDITIVE FOR PERITONEAL DIALYSIS, PER PACKET","DIALYSATE CONCENTRATE, POWDER, ADDITIVE FOR PERITONEAL DIALYSIS, PER PACKET",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
A4770,"Blood collection tube, vacuum, for dialysis, per 50","BLOOD COLLECTION TUBE, VACUUM, FOR DIALYSIS, PER 50",830,375,1080,520,1020,390,955,405,1920,490,2055,550,1825,335,2270,350,1215,335,195,65,285,85
A4771,"SERUM CLOTTING TIME TUBE, FOR DIALYSIS, PER 50","SERUM CLOTTING TIME TUBE, FOR DIALYSIS, PER 50",0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4772,"Blood glucose test strips, for dialysis, per 50","BLOOD GLUCOSE TEST STRIPS, FOR DIALYSIS, PER 50",3505,2770,3485,2580,950,815,895,690,635,590,75,70,115,110,260,200,360,300,45,40,.,.
A4773,"Occult blood test strips, for dialysis, per 50","OCCULT BLOOD TEST STRIPS, FOR DIALYSIS, PER 50",300,190,50,50,.,.,.,.,15,15,35,30,45,40,25,25,35,30,.,.,15,15
A4774,"AMMONIA TEST STRIPS, FOR DIALYSIS, PER 50","AMMONIA TEST STRIPS, FOR DIALYSIS, PER 50",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
A4802,"PROTAMINE SULFATE, FOR HEMODIALYSIS, PER 50 MG","PROTAMINE SULFATE, FOR HEMODIALYSIS, PER 50 MG",0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0
A4860,"Disposable catheter tips for peritoneal dialysis, per 10","DISPOSABLE CATHETER TIPS FOR PERITONEAL DIALYSIS, PER 10",1140,375,670,235,775,215,400,135,175,70,250,70,35,25,115,40,.,.,0,0,215,30
A4890,"CONTRACTS, REPAIR AND MAINTENANCE, FOR HEMODIALYSIS EQUIPMENT","CONTRACTS, REPAIR AND MAINTENANCE, FOR HEMODIALYSIS EQUIPMENT",.,.,.,.,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4911,"DRAIN BAG/BOTTLE, FOR DIALYSIS, EACH","DRAIN BAG/BOTTLE, FOR DIALYSIS, EACH",0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
A4913,"MISCELLANEOUS DIALYSIS SUPPLIES, NOT OTHERWISE SPECIFIED","MISCELLANEOUS DIALYSIS SUPPLIES, NOT OTHERWISE SPECIFIED",.,.,65,40,260,90,425,120,50,25,.,.,.,.,0,0,0,0,0,0,0,0
A4918,"VENOUS PRESSURE CLAMP, FOR HEMODIALYSIS, EACH","VENOUS PRESSURE CLAMP, FOR HEMODIALYSIS, EACH",0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,.,0,0,0,0
A4927,"Gloves, non-sterile, per 100","GLOVES, NON-STERILE, PER 100",31785,13430,31125,11835,19565,6700,18090,7205,18680,6445,13255,4625,11520,4515,6500,3045,3705,1940,3650,1415,2955,1470
A4928,"Surgical mask, per 20","SURGICAL MASK, PER 20",20,15,35,25,45,30,80,35,115,55,150,90,220,120,45,35,45,40,85,35,130,85
A4929,"TOURNIQUET FOR DIALYSIS, EACH","TOURNIQUET FOR DIALYSIS, EACH",90,70,50,40,.,.,35,35,0,0,0,0,.,.,0,0,0,0,0,0,0,0
A4930,"Gloves, sterile, per pair","GLOVES, STERILE, PER PAIR",6505,2930,9960,5410,15705,7775,22485,9850,28295,11720,28040,11585,30225,12110,27130,10365,15530,6900,8100,3915,6380,3165
A4931,"ORAL THERMOMETER, REUSABLE, ANY TYPE, EACH","ORAL THERMOMETER, REUSABLE, ANY TYPE, EACH",.,.,15,15,40,25,25,25,105,65,90,50,255,155,140,115,110,75,0,0,0,0
A4932,"RECTAL THERMOMETER, REUSABLE, ANY TYPE, EACH","RECTAL THERMOMETER, REUSABLE, ANY TYPE, EACH",0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
A5051,"OSTOMY POUCH, CLOSED; WITH BARRIER ATTACHED (1 PIECE), EACH","OSTOMY POUCH, CLOSED; WITH BARRIER ATTACHED (1 PIECE), EACH",0,0,.,.,0,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0
A5054,"OSTOMY POUCH, CLOSED; FOR USE ON BARRIER WITH FLANGE (2 PIECE), EACH","OSTOMY POUCH, CLOSED; FOR USE ON BARRIER WITH FLANGE (2 PIECE), EACH",20,15,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
A5055,STOMA CAP,STOMA CAP,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5061,"OSTOMY POUCH, DRAINABLE; WITH BARRIER ATTACHED, (1 PIECE), EACH","OSTOMY POUCH, DRAINABLE; WITH BARRIER ATTACHED, (1 PIECE), EACH",40,20,0,0,50,20,0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0
A5062,"OSTOMY POUCH, DRAINABLE; WITHOUT BARRIER ATTACHED (1 PIECE), EACH","OSTOMY POUCH, DRAINABLE; WITHOUT BARRIER ATTACHED (1 PIECE), EACH",0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
