drug_id,LABEL,nrecs2006,nppl_any2006,nrecs2007,nppl_any2007,nrecs2008,nppl_any2008,nrecs2009,nppl_any2009,nrecs2010,nppl_any2010,nrecs2011,nppl_any2011,nrecs2012,nppl_any2012,nrecs2013,nppl_any2013
d06008,benzyl alcohol topical,0,0,0,0,0,0,35,25,220,155,245,140,190,125,125,115
d06032,fluocinolone otic,3270,2740,8760,6720,18005,13270,23180,17265,26120,19560,29905,22285,35800,25895,46245,33310
d06058,dexbrompheniramine/hydrocodone/phenylephrine,,,325,290,240,190,,,0,0,0,0,0,0,0,0
d06243,diosmiplex,0,0,0,0,0,0,0,0,0,0,0,0,80,45,240,105
d06272,dienogest-estradiol,0,0,0,0,0,0,0,0,35,25,70,30,125,35,200,60
d06297,paliperidone,0,0,98050,24945,231170,39615,264475,39110,316105,43040,379245,47605,431710,51175,501425,56190
d06392,wheat dextrin,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
d06619,triamcinolone ophthalmic,0,0,0,0,,,0,0,,,,,0,0,,
d06635,milnacipran,0,0,0,0,0,0,18045,8020,92945,26240,147250,33495,156135,30835,157470,30025
d06648,atropine/cpm/hyoscyamine/pse/scopolamine,925,640,2400,1355,2660,1390,405,350,50,25,20,15,0,0,0,0
d06649,calcium carbonate-magnesium chloride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,85
d06653,cyanocobalamin/folic acid/pyridoxine/strontiu,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d06655,alpha-lipoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d06662,amlodipine-valsartan,0,0,43585,19520,285520,58310,401750,72625,461145,78165,475685,78765,466490,76960,473275,81015
d06663,lisdexamfetamine,0,0,1970,945,14355,3480,22510,4720,31185,6065,43745,7880,59420,9910,75225,11905
d06665,aliskiren,0,0,63240,21765,236535,50065,348565,64570,400410,73135,450760,78770,287435,56620,204990,34405
d06666,dexbrompheniramine-pyrilamine,0,0,65,45,50,40,,,,,0,0,0,0,0,0
d06667,dexbrompheniramine/dextromethor/pe/pyrilamine,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
d06668,dexbrompheniramine/phenylephrine/pyrilamine,0,0,20,20,90,45,,,0,0,0,0,0,0,0,0
d06669,hydrocodone/pseudoephedrine/triprolidine,45,25,110,95,25,25,0,0,0,0,0,0,0,0,0,0
d06672,lapatinib,0,0,2365,715,3990,985,4060,960,4365,1100,4775,1205,5695,1230,5085,1115
d06673,eculizumab,0,0,0,0,,,,,275,15,390,20,405,25,500,30
d06720,metformin-sitagliptin,0,0,36710,14385,190620,39765,306350,56175,386800,70680,501615,93120,645525,113765,753095,136705
d06831,retapamulin topical,0,0,12550,10080,27675,20835,19815,14745,13565,9755,9080,6125,4770,3370,3395,2330
d06834,bismuth subcitrate potassium/metronidazo/tcn,0,0,825,805,2825,2745,3055,2980,3150,3085,2545,2505,3940,3860,6015,5800
d06835,dexchlorpheniramine/methscopolamine/pe,0,0,0,0,180,90,15,15,0,0,0,0,0,0,0,0
d06836,temsirolimus,0,0,,,,,,,60,20,35,15,80,15,0,0
d06841,ambrisentan,0,0,1060,420,6360,1100,11745,1680,15885,2055,21085,2760,25870,3360,32565,4040
d06842,armodafinil,0,0,0,0,0,0,9785,4275,28555,8625,50225,12125,68105,13965,77355,16110
d06844,bilberry/evening primrose/flax,0,0,0,0,,,0,0,,,65,15,65,20,,
d06845,dexchlorpheniramine-phenylephrine,0,0,0,0,0,0,0,0,25,15,,,0,0,0,0
d06848,lutein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d06851,azithromycin ophthalmic,0,0,3765,2865,47490,29165,99775,55230,148185,77390,145775,69575,96240,44150,68680,32150
d06852,maraviroc,0,0,690,315,8240,1190,12260,1535,15235,1960,19500,2450,22540,2650,25080,2770
d06857,acetic/antipyrine/benzocaine/polycos otic,0,0,100,100,1830,1680,1830,1695,625,520,535,460,85,75,0,0
d06867,biotin,,,0,0,0,0,0,0,0,0,0,0,0,0,,
d06868,menthol-zinc oxide topical,55,25,0,0,0,0,0,0,0,0,0,0,0,0,130,70
d06872,apap/chlorpheniramine/pe/phenyltoloxamine,1990,1420,3110,2135,3555,2615,2335,1780,340,280,1895,1325,45,35,0,0
d06878,chloroxylenol/pramoxine/zinc acetate otic,0,0,,,270,230,230,185,30,30,,,0,0,0,0
d06891,chlorophyllin copper com/papain/urea topical,89000,45550,87435,48455,18810,11550,1570,1230,,,0,0,0,0,0,0
d06901,aloe vera/collagen/lidocaine topical,150,75,295,180,65,40,35,35,15,15,15,15,60,25,0,0
d06905,amlodipine-olmesartan,0,0,3360,2575,102370,24485,176430,34525,217995,40125,218470,41025,235130,41565,279565,50280
d06974,carbetapentane-pyrilamine,0,0,,,55,45,,,0,0,0,0,0,0,0,0
d07048,raltegravir,0,0,3020,1830,56320,8950,103515,14145,149580,19535,191630,23695,225490,26905,248895,28655
d07049,doripenem,0,0,0,0,770,245,3605,1055,7025,1945,5440,1880,3265,1200,1860,680
d07051,ixabepilone,0,0,0,0,,,60,25,140,40,,,90,15,,
d07055,chlorpheniramine/guaifenesin/methscopolami/pe,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
d07057,nilotinib,0,0,50,45,1545,310,2735,480,4295,815,7635,1120,11185,1550,14950,1985
d07058,sulfacetamide sodium/sulfur/urea topical,0,0,280,255,1605,1055,1085,650,495,355,160,115,90,65,65,25
d07059,citric acid-potassium bicarbonate,0,0,0,0,215,75,360,165,65,35,,,115,60,750,260
d07063,brompheniramine-diphenhydramine,0,0,0,0,85,65,570,375,60,55,,,0,0,0,0
d07064,brompheniramine/diphenhydramine/phenylephrine,0,0,0,0,240,200,365,300,30,30,0,0,0,0,0,0
d07067,chlorpheniramine/guaifenesin/hydrocodone/pse,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
d07068,sapropterin,0,0,0,0,100,30,405,60,525,65,485,70,615,65,720,85
d07069,rufinamide,0,0,0,0,0,0,7240,1065,12885,1325,14655,1450,15745,1500,17345,1575
d07074,ketoconazole-pyrithione zinc topical,0,0,50,45,275,205,40,40,0,0,0,0,0,0,0,0
d07076,etravirine,0,0,0,0,19870,3550,39200,5450,52190,7035,65555,8260,74405,9165,78685,9115
d07077,aliskiren-hydrochlorothiazide,0,0,0,0,16780,4980,51030,10880,69690,13070,76680,13645,52205,10300,37655,6900
d07078,brompheniramine/dihydrocodeine/phenylephrine,0,0,0,0,600,395,55,55,,,15,15,125,85,30,20
d07079,dihydrocodeine-phenylephrine,0,0,0,0,125,75,,,0,0,0,0,,,15,15
d07080,fosaprepitant,0,0,0,0,,,0,0,45,20,205,60,265,90,245,90
d07110,niacin-simvastatin,0,0,0,0,20415,7765,71530,16215,88915,18755,75680,15490,52460,10585,50770,10175
d07111,chlorpheniramine/methscopolamine/pe/pse,0,0,0,0,600,400,275,180,95,35,0,0,0,0,0,0
d07113,desvenlafaxine,0,0,0,0,23440,9650,175835,43220,317200,60315,390970,65685,399460,63360,426685,65255
d07121,bendamustine,0,0,0,0,,,125,35,90,25,255,75,285,90,535,115
d07125,hydrocortisone-lidocaine topical w psyllium,0,0,15,15,,,0,0,0,0,0,0,0,0,0,0
d07126,dihydrocodeine-guaifenesin,0,0,0,0,70,55,,,0,0,0,0,,,15,15
d07127,brompheniramine/dihydrocodeine/pse,0,0,0,0,45,35,0,0,,,0,0,195,120,135,75
d07130,naproxen-sumatriptan,0,0,0,0,3615,2035,12955,4280,14190,4335,13210,3660,9110,2485,8170,1935
d07132,olopatadine nasal,0,0,0,0,7680,5610,25025,14440,40500,21685,55840,27810,58635,28985,62145,29440
d07133,benzoyl peroxide-sodium hyaluronate topical,0,0,0,0,,,,,0,0,0,0,0,0,0,0
d07134,certolizumab,0,0,0,0,165,80,3980,960,9970,1825,14105,2270,16240,2585,18780,3005
d07135,methylnaltrexone,0,0,0,0,675,315,2205,780,2810,865,4420,1320,7640,2070,9560,2660
d07137,dabigatran,0,0,0,0,0,0,0,0,9375,7745,527485,125925,899195,160425,995010,166170
d07138,rilonacept,0,0,0,0,,,,,,,,,,,,
d07146,acetaminophen/chlorpheniramine/codeine,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
d07148,apap/codeine/guaifenesin/pseudoephedrine,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
d07162,fesoterodine,0,0,0,0,0,0,13460,5300,84450,23435,143290,33880,197760,43665,362295,75790
d07268,chenodeoxycholic acid,0,0,0,0,0,0,,,190,20,255,30,375,30,340,35
d07292,metformin-repaglinide,0,0,0,0,0,0,935,330,1750,390,1470,255,1045,200,1200,245
d07297,dextromethorphan/pseudoephedrine/pyrilamine,0,0,0,0,30,20,,,0,0,0,0,0,0,0,0
d07298,difluprednate ophthalmic,0,0,0,0,300,255,6220,3885,34395,23820,125265,85095,241810,156670,282650,183750
d07303,ammonium lactate-halobetasol topical,0,0,0,0,110,60,525,360,420,310,310,175,185,155,70,55
d07306,benzocaine-menthol topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07308,antipyrine/benzocaine/zinc acetate otic,0,0,0,0,,,25,25,20,20,,,,,,
d07311,cholecalciferol/genistein/zinc chelazome,0,0,,,800,295,55,40,,,0,0,0,0,0,0
d07315,glutamine,,,0,0,0,0,,,0,0,0,0,0,0,0,0
d07320,romiplostim,0,0,0,0,,,65,20,45,15,,,175,45,345,65
d07347,bifidobacterium infantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,75
d07349,lacosamide,0,0,0,0,0,0,17365,4530,78490,11220,136105,16995,191125,22620,256755,28020
d07351,carbetapentane/pseudoephedrine/pyrilamine,0,0,0,0,,,,,,,,,0,0,0,0
d07354,silodosin,0,0,0,0,0,0,9285,3930,35845,11310,99145,28430,186495,45585,284445,66275
d07356,rivaroxaban,0,0,0,0,0,0,0,0,0,0,5180,4800,254025,92450,1127210,266555
d07357,eltrombopag,0,0,0,0,0,0,715,175,1335,320,2245,355,3590,690,5740,1095
d07367,codeine/diphenhydramine/phenylephrine,0,0,0,0,130,125,15,15,,,0,0,0,0,0,0
d07369,doxycycline-omega 3 fatty acids,0,0,0,0,0,0,55,40,,,0,0,0,0,0,0
d07371,fenofibric acid,0,0,0,0,0,0,153760,48915,497360,99190,564520,102900,554730,97125,544275,96345
d07372,plerixafor,0,0,0,0,0,0,30,25,,,55,40,60,40,75,60
d07374,bimatoprost topical ophthalmic,0,0,0,0,0,0,3255,1650,0,0,90,40,130,60,105,40
d07382,adapalene-benzoyl peroxide topical,0,0,0,0,0,0,740,500,980,560,865,530,1070,590,1380,680
d07385,heparin flush,37635,16725,1720,815,400,200,0,0,,,0,0,,,,
d07387,hydrocortisone/salicylic acid/sulfur topical,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
d07388,etoposide phosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07389,benzathine penicillin-procaine penicillin,435,260,325,160,230,155,175,115,200,115,275,155,290,115,380,105
d07390,procaine penicillin,70,50,55,50,90,70,85,60,100,75,95,65,55,55,55,45
d07393,icatibant,0,0,0,0,0,0,0,0,0,0,35,20,365,90,730,180
d07395,dexlansoprazole,0,0,0,0,0,0,46495,19325,333050,87175,612700,152430,944135,195100,1156910,226175
d07396,ustekinumab,0,0,0,0,0,0,110,85,1710,595,2975,990,4085,1330,6075,2060
d07397,febuxostat,0,0,0,0,0,0,22390,7505,99115,23450,178985,37710,254955,47940,349260,64470
d07399,brompheniramine/codeine/pseudoephedrine,0,0,0,0,645,545,85,75,110,85,110,80,0,0,0,0
d07400,bifidobacterium-lactobacillus,0,0,0,0,0,0,165,115,85,80,65,55,20,20,30,20
d07401,brompheniramine-codeine,0,0,0,0,25,20,,,0,0,0,0,0,0,0,0
d07405,carbetapentane/pe/potassium guaiacolsulfonate,25,20,155,130,95,80,0,0,0,0,0,0,0,0,0,0
d07409,prasugrel,0,0,0,0,0,0,2740,1545,66610,17270,178790,36275,279770,52965,310105,59845
d07411,degarelix,0,0,0,0,0,0,,,125,35,620,125,310,85,260,80
d07435,golimumab,0,0,0,0,0,0,1775,630,8495,1760,11735,2045,12940,2090,15060,2435
d07440,amlodipine/hydrochlorothiazide/valsartan,0,0,0,0,0,0,13355,5120,68805,14460,103910,19505,122835,22145,138475,25620
d07441,iloperidone,0,0,0,0,0,0,0,0,16685,4525,40630,7025,48290,7285,60275,8120
d07442,japanese encephalitis virus vaccine sa14-14-2,0,0,0,0,0,0,0,0,35,20,,,35,20,100,70
d07447,tolvaptan,0,0,0,0,0,0,,,325,105,1190,305,2730,655,4495,865
d07448,besifloxacin ophthalmic,0,0,0,0,0,0,1890,1515,10305,7955,55220,41075,109945,79465,179185,128715
d07450,ammonium lactate-mometasone topical,0,0,0,0,0,0,,,,,0,0,0,0,0,0
d07451,canakinumab,0,0,0,0,0,0,,,0,0,,,,,,
d07453,tapentadol,0,0,0,0,0,0,6105,3580,21430,9610,38880,16240,66230,22420,94185,24440
d07458,dronedarone,0,0,0,0,0,0,13865,7175,155255,40000,291470,58055,300415,54500,330900,59085
d07459,ferumoxytol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07465,pramoxine-zinc acetate topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07466,liraglutide,0,0,0,0,0,0,0,0,30335,10540,112995,29325,250200,56715,432835,96930
d07467,saxagliptin,0,0,0,0,0,0,2465,1455,111570,31435,317275,65505,445040,81250,459945,91395
d07468,benzoyl peroxide/clindamycin/hyaluron topical,0,0,0,0,0,0,25,15,75,70,,,0,0,0,0
d07472,morphine-naltrexone,0,0,0,0,0,0,735,480,9055,3330,2815,1635,0,0,0,0
d07473,asenapine,0,0,0,0,0,0,860,630,33210,10160,77535,18175,100805,20695,118735,21335
d07478,tafluprost ophthalmic,0,0,0,0,0,0,0,0,0,0,0,0,6015,2670,29815,8210
d07482,bepotastine ophthalmic,0,0,0,0,0,0,440,325,11635,7070,29775,15855,41380,18450,39305,16965
d07483,telavancin,0,0,0,0,0,0,0,0,540,120,700,160,,,0,0
d07486,aliskiren-valsartan,0,0,0,0,0,0,1255,845,48545,13350,87225,16460,28860,9450,,
d07488,carbetapentane/guaifenesin/pseudoephedrine,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
d07490,aloe polysaccharides-iodoquinol topical,0,0,0,0,0,0,15,15,60,40,75,55,40,35,0,0
d07491,diphenhydramine/lidocaine/nystatin topical,0,0,0,0,0,0,,,20,20,50,45,0,0,0,0
d07492,pralatrexate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07493,codeine/pseudoephedrine/pyrilamine,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
d07495,ulipristal,0,0,0,0,0,0,0,0,0,0,,,15,15,60,50
d07496,tocilizumab,0,0,0,0,0,0,0,0,220,45,840,120,1400,195,2110,340
d07497,dihydrocodeine/guaifenesin/phenylephrine,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0
d07498,amlodipine-telmisartan,0,0,0,0,0,0,0,0,2485,995,7400,1600,7765,1415,7220,1330
d07499,pazopanib,0,0,0,0,0,0,55,50,1565,520,2930,785,4945,1290,8470,2135
d07509,ofatumumab,0,0,0,0,0,0,0,0,0,0,,,0,0,,
d07511,benzocaine/chloroxylenol/hydrocortisone otic,0,0,0,0,0,0,15,15,40,35,,,0,0,0,0
d07512,romidepsin,0,0,0,0,0,0,0,0,0,0,0,0,,,,
d07517,apap/dextromethorphan/diphenhydramine/pe,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
d07518,silver topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15
d07521,ecallantide,0,0,0,0,0,0,0,0,0,0,125,35,655,45,435,65
d07525,dihydrocodeine/phenylephrine/pyrilamine,0,0,0,0,0,0,0,0,0,0,,,,,0,0
d07546,dalfampridine,0,0,0,0,0,0,0,0,16155,4720,30420,5155,33035,5315,38310,6255
d07547,hyoscyamine-phenyltoloxamine,0,0,0,0,,,405,130,0,0,0,0,0,0,0,0
d07548,collagenase clostridium histolyticum,0,0,0,0,0,0,0,0,,,25,15,20,20,25,25
d07565,ipilimumab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20
d07573,omacetaxine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07588,velaglucerase alfa,0,0,0,0,0,0,0,0,,,,,230,20,410,25
d07589,bioflavonoids-zinc glycinate,0,0,0,0,0,0,40,15,75,25,110,35,80,25,60,25
d07630,cholecalciferol/genistein/zinc glycinate,0,0,0,0,40,25,,,50,25,75,25,120,20,375,75
d07631,esomeprazole-naproxen,0,0,0,0,0,0,0,0,755,625,23630,12485,42315,14935,35860,11800
d07634,dutasteride-tamsulosin,0,0,0,0,0,0,0,0,7590,4390,74010,20210,134380,28545,168090,33635
d07637,pitavastatin,0,0,0,0,0,0,0,0,3170,1875,44095,15870,106270,27730,139440,35500
d07640,denosumab,0,0,0,0,0,0,0,0,1195,1170,12885,9620,33340,22355,60360,39615
d07642,anti-thymocyte globulin (rabbit),0,0,0,0,0,0,0,0,,,0,0,,,0,0
d07643,hepatitis b pediatric vaccine,0,0,0,0,45,35,50,45,40,30,110,70,75,45,65,35
d07644,hepatitis b adult vaccine,0,0,0,0,1350,895,1205,865,695,495,910,605,850,525,770,490
d07645,onabotulinumtoxina,0,0,0,0,1585,960,2220,1210,2240,1230,2905,1485,3120,1620,4980,2440
d07646,abobotulinumtoxina,0,0,0,0,0,0,0,0,50,25,80,50,50,25,65,45
d07651,indacaterol,0,0,0,0,0,0,0,0,0,0,0,0,1725,630,8280,2285
d07658,cabazitaxel,0,0,0,0,0,0,0,0,25,15,60,25,80,35,190,35
d07660,formoterol-mometasone,0,0,0,0,0,0,0,0,885,730,27355,13830,118720,44865,248555,78240
d07668,amlodipine/hydrochlorothiazide/olmesartan,0,0,0,0,0,0,0,0,2705,1835,46385,10985,82575,15455,113055,21105
d07669,incobotulinumtoxina,0,0,0,0,0,0,0,0,0,0,35,15,40,20,105,50
d07670,alcaftadine ophthalmic,0,0,0,0,0,0,0,0,0,0,3695,2885,21655,12655,39605,20295
d07676,carbetapentane/dexchlorpheniramine/pe,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
d07678,aliskiren-amlodipine,0,0,0,0,0,0,0,0,0,0,5200,1630,6770,1420,4420,830
d07682,chlorcyclizine-codeine,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
d07684,roflumilast,0,0,0,0,0,0,0,0,0,0,13220,6825,120225,31915,204070,41390
d07688,pegloticase,0,0,0,0,0,0,0,0,0,0,,,35,20,130,35
d07691,magnesium/potassium/sodium sulfates,0,0,0,0,0,0,0,0,1910,1905,27970,27680,74005,72895,165735,163045
d07692,fingolimod,0,0,0,0,0,0,0,0,140,120,11025,2165,21145,2915,29010,3695
d07694,dexbrompheniramine-phenylephrine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07696,phytase-zinc citrate,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
d07697,drospirenone/ethinyl estradiol/levomefolate,0,0,0,0,0,0,0,0,0,0,345,150,420,155,335,105
d07705,lurasidone,0,0,0,0,0,0,0,0,0,0,52370,15260,160090,29125,253990,42260
d07706,ceftaroline,0,0,0,0,0,0,0,0,0,0,670,205,2360,600,2900,940
d07707,dextromethorphan-quinidine,0,0,0,0,0,0,0,0,0,0,7345,2620,44040,8965,141920,16435
d07709,metformin-saxagliptin,0,0,0,0,0,0,0,0,,,29820,9190,96020,19370,120565,24375
d07715,tesamorelin,0,0,0,0,0,0,0,0,0,0,3545,720,5645,940,4460,740
d07716,eribulin,0,0,0,0,0,0,0,0,0,0,185,25,35,20,60,20
d07717,acyclovir-hydrocortisone topical,0,0,0,0,0,0,0,0,0,0,195,185,360,290,615,505
d07721,ticagrelor,0,0,0,0,0,0,0,0,0,0,340,220,19270,6070,84410,21450
d07723,diphenhydramine/hc/nystatin topical,0,0,0,0,0,0,0,0,0,0,,,,,15,15
d07724,diphenhydramine/hc/nystatin/tcn topical,0,0,0,0,0,0,0,0,0,0,,,40,30,90,65
d07725,aliskiren/amlodipine/hydrochlorothiazide,0,0,0,0,0,0,0,0,0,0,1055,390,1950,440,1495,275
d07726,hyoscyamine/methenam/m-blue/sodium biphosphat,0,0,0,0,0,0,0,0,0,0,255,110,280,145,540,380
d07727,penicillin g benzathine,0,0,0,0,2725,1420,2765,1410,2995,1410,2720,1265,2755,1165,2745,1310
d07728,penicillin g sodium,0,0,0,0,70,40,45,30,155,50,90,50,100,30,65,45
d07729,penicillin g potassium,0,0,0,0,1595,535,1145,405,1730,515,2025,510,2095,605,2390,690
d07730,penicillin v potassium,0,0,0,0,456640,336230,444150,327270,435580,323740,437795,326740,439125,329235,458885,345175
d07739,spinosad topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,55
d07740,vilazodone,0,0,0,0,0,0,0,0,0,0,13985,6815,115590,27905,193320,37670
d07754,azilsartan,0,0,0,0,0,0,0,0,0,0,1670,775,12790,3685,28540,6685
d07756,belimumab,0,0,0,0,0,0,0,0,0,0,0,0,650,80,1155,150
d07758,immune globulin intravenous and subcutaneous,0,0,0,0,0,0,0,0,0,0,15905,1910,20995,2285,26480,3100
d07761,vandetanib,0,0,0,0,0,0,0,0,0,0,40,20,0,0,435,70
d07764,famotidine-ibuprofen,0,0,0,0,0,0,0,0,0,0,15,15,1095,760,4445,2250
d07766,abiraterone,0,0,0,0,0,0,0,0,0,0,10085,2900,24760,5350,46315,9090
d07767,linagliptin,0,0,0,0,0,0,0,0,0,0,5100,2605,73630,21250,323580,66880
d07769,ezogabine,0,0,0,0,0,0,0,0,0,0,0,0,2700,685,6950,920
d07774,boceprevir,0,0,0,0,0,0,0,0,0,0,2385,965,8265,1990,5105,1275
d07776,rilpivirine,0,0,0,0,0,0,0,0,0,0,1165,330,3540,600,6505,945
d07777,telaprevir,0,0,0,0,0,0,0,0,0,0,6160,2690,10825,4580,5480,2415
d07778,fidaxomicin,0,0,0,0,0,0,0,0,0,0,720,525,3290,2300,5675,4230
d07787,belatacept,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20
d07791,hydroxypropyl chitosan topical-terbinafine,0,0,0,0,0,0,,,20,15,0,0,,,0,0
d07796,emtricitabine/rilpivirine/tenofovir,0,0,0,0,0,0,0,0,0,0,1740,720,17320,3035,29585,4175
d07798,vemurafenib,0,0,0,0,0,0,0,0,0,0,380,215,1925,560,3285,770
d07799,brentuximab vedotin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07800,crizotinib,0,0,0,0,0,0,0,0,0,0,145,60,980,250,2130,485
d07804,apixaban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98080,31330
d07805,simvastatin-sitagliptin,0,0,0,0,0,0,0,0,0,0,80,65,1945,480,1755,375
d07811,chlorcyclizine-pseudoephedrine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07812,ruxolitinib,0,0,0,0,0,0,0,0,0,0,70,70,5655,955,9890,1510
d07815,aflibercept ophthalmic,0,0,0,0,0,0,0,0,0,0,0,0,,,60,20
d07818,azilsartan-chlorthalidone,0,0,0,0,0,0,0,0,0,0,0,0,5610,1955,26465,6155
d07819,lactobacillus casei-omega-3 fatty acids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07822,ingenol topical,0,0,0,0,0,0,0,0,0,0,0,0,3540,3045,8490,7000
d07823,axitinib,0,0,0,0,0,0,0,0,0,0,0,0,1485,460,4040,860
d07824,vismodegib,0,0,0,0,0,0,0,0,0,0,0,0,745,210,2135,555
d07825,linagliptin-metformin,0,0,0,0,0,0,0,0,0,0,0,0,1940,825,22170,5465
d07826,ivacaftor,0,0,0,0,0,0,0,0,0,0,0,0,415,55,630,80
d07842,ivermectin topical,0,0,0,0,0,0,0,0,0,0,0,0,20,20,210,190
d07854,ascorbic acid-carbonyl iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,35
d07867,taliglucerase alfa,0,0,0,0,0,0,0,0,0,0,0,0,,,,
d07868,azelastine-fluticasone nasal,0,0,0,0,0,0,0,0,0,0,0,0,1155,995,35255,19635
d07874,pertuzumab,0,0,0,0,0,0,0,0,0,0,0,0,,,130,20
d07875,lorcaserin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,315
d07876,mirabegron,0,0,0,0,0,0,0,0,0,0,0,0,1305,1020,135520,44565
d07881,phentermine-topiramate,0,0,0,0,0,0,0,0,0,0,0,0,40,30,1280,330
d07885,aclidinium,0,0,0,0,0,0,0,0,0,0,0,0,220,220,67055,27195
d07888,ziv-aflibercept,0,0,0,0,0,0,0,0,0,0,0,0,,,95,25
d07891,icosapent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020,9775
d07899,cobicistat/elvitegravir/emtricitabine/tenofov,0,0,0,0,0,0,0,0,0,0,0,0,2125,1000,27215,4560
d07900,enzalutamide,0,0,0,0,0,0,0,0,0,0,0,0,3610,1645,19875,5000
d07901,bosutinib,0,0,0,0,0,0,0,0,0,0,0,0,75,55,1125,280
d07902,linaclotide,0,0,0,0,0,0,0,0,0,0,0,0,150,150,98990,36490
d07903,pasireotide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20
d07905,teriflunomide,0,0,0,0,0,0,0,0,0,0,0,0,275,210,9725,1880
d07912,chlorpheniramine/codeine/phenylephrine,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0
d07913,regorafenib,0,0,0,0,0,0,0,0,0,0,0,0,895,595,6345,2445
d07917,calcium/folic acid/ginger/pyridoxine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
d07920,benzocaine/cetylpyridinium/menthol topical,0,0,0,0,0,0,0,0,0,0,20,20,,,0,0
d07925,tofacitinib,0,0,0,0,0,0,0,0,0,0,0,0,60,50,8070,2055
d07931,cabozantinib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,100
d07936,ponatinib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,270
d07938,teduglutide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,105
d07939,lomitapide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,120
d07940,crofelemer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,125
d07941,bedaquiline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d07944,sulfonated phenolics-sulfuric acid topical,0,0,0,0,0,0,0,0,0,0,20,15,,,0,0
d07963,alogliptin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,530
d07964,alogliptin-metformin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,190
d07965,alogliptin-pioglitazone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,330
